addr:city,addr:country,addr:housename,addr:housenumber,addr:postcode,addr:state,addr:street,addr:unit,address,alt_name,amenity,amenity_1,atm,capacity,contact:email,contact:phone,contact:website,cooperative,craft,cuisine,cuisine_1,delivery,denomination,diet:vegan,diet:vegetarian,disused:contact:phone,disused:contact:website,disused:opening_hours,drive_in,ele,email,entrance,fax,food,former:name,gnis:county_id,gnis:created,gnis:edited,gnis:feature_id,gnis:state_id,happy_hours,historic:name,historical:name,internet_access,internet_access:fee,lat,lon,microbrewery,min_age,name,name_1,name_2,name_3,note,old_name,opening_hours,operator,organic,outdoor_seating,payment:bitcoin,phone,religion,shop,smoking,source_1,takeaway,toilets,url,website,wheelchair,wifi,wikipedia
,,,,,,,,,,restaurant,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,37.890935,-122.2894754,,,Gordo Taqueria,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,chilean,,,,,,,,,,,,,,,,,,,,,,,,,,37.8909265,-122.2898818,,,Restaurant Valparaiso,,,,,,,,,,,,,,,,,,,http://www.restaurantvalparaiso.com,,,
,,,,,,,,,,restaurant,,,,,,,,,mediterranean,,,,,,,,,,,,,,,,,,,,,,,,,,37.890916,-122.290028,,,Zand's,,,,,,,,,,,,,grocery,,,,,,http://www.zandpastry.com/,,,
,,,,,,,,,,restaurant,,,,,,,,,sushi,,,,,,,,,,,,,,,,,,,,,,,,,,37.890878,-122.2906548,,,Sushi Solano,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8908795,-122.2907198,,,Britt-Marie's,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,37.8908709,-122.2911966,,,China Village Restaurant,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,japanese;korean,,,,,,,,,,,,,,,,,,,,,,,,,,37.8906942,-122.2938478,,,Oori Rice Triangles,,,,,,,,,,,,,,,,,,,http://www.oorifoods.com/,,,
,,,,,,,,,,restaurant,,,,,,,,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,,37.890459,-122.2985345,,,Sugata,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8904419,-122.2992009,,,Ivy Room,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8905189,-122.2992316,,,Ferratt's,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8901098,-122.2991178,,,Subway,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.890154,-122.2986699,,,Montero's,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,37.8895511,-122.2984803,,,Golden Grain Restaurant,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,vietnamese;thai,,,,,,,,,,,,,,,,,,,,,,,,,,37.8900671,-122.2986483,,,Da Nang,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8899573,-122.2986139,,,The Hot Shop,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8901768,-122.2980775,,,Burger Depot,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.890221,-122.2974147,,,The Cape Cod,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,37.8902381,-122.2968711,,,Cafe Raj,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,,37.8902538,-122.2965641,,,Bua Luang,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.890385,-122.2941512,,,Zarri's Delicatessen,,,,,,,,,,,,,deli,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,"Lao, Thai",,,,,,,,,,,,,,,,,,,,,,,,,,37.8906728,-122.2891937,,,Lao/Thai Kitchen,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,nepalese;tibetan,,,,,,,,,,,,,,,,,,,,,,,,,,37.8906843,-122.2890222,,,Kathmandu Restaurant,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,,37.8910977,-122.2815734,,,Sweet Basil,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,37.8909012,-122.2850212,,,Cugini,,,,,,,,,,,,,,,,,,,http://www.cuginirestaurant.com/,,,
,,,1900,,,Telegraph Avenue,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8081974,-122.2697059,,,Flora,,,,,,,,,,,,,,,,,,,,yes,,
Berkeley,US,,1822,,CA,San Pablo Avenue,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8710253,-122.292958,no,,Albatross,,,,,,,,,,,,,,,,,,,http://www.albatrosspub.com/,,,
Berkeley,US,,2080,,CA,Martin Luther King Jr Way,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.870668,-122.273091,no,,Rainbow Ranch Cafe,,,,,,,,,yes,,,,,no,,yes,,,,yes,,
Berkeley,,,2114,,,Center Street,,,,restaurant,,,,,,,,,kebab,,,,,,,,,no,,,,,,,,,,,,,,,,,37.870256,-122.267312,no,,Oasis Grill,,,,,,,,,yes,,,,,no,,yes,,,,yes,,
Berkeley,,,2132,94704,,Center Street,,,,restaurant,,,,,,,,,pizza,,no,,,,,,,,,,,+1 510 3564338,,,,,,,,,,,,,37.8703285,-122.2668557,,,Sliver,,,,,,Mo-Sa 11:30-21:00;Su 12:00-19:00,,,yes,,+1 510 3564044,,,no,,yes,,,http://sliverpizzeria.com/,yes,,
,,,,,,,,,,restaurant,,,,,,,,,persian,,,,,,,,,,,,,,,,,,,,,,,,,,37.870339,-122.266793,,,Alborz Restaurant,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.870361,-122.2666332,,,Cafe Rio,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,,37.8703929,-122.2664107,,,CU Sushi and Roll,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,burger;mediterranean,,,,,,,,,,,,,,,,,,,,,,,,,,37.8704013,-122.2663289,,,Bongo Burger,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,50,,,,,,001,06/14/2000,,218137,06,,,,,,37.7888168,-122.2044119,,,Allendale Elementary School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,7,,,,,,001,01/19/1981,06/04/2007,218680,06,,,,,,37.7718731,-122.2788583,,,Saint Barnabas Parochial School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,67,,,,,,001,01/19/1981,02/26/2007,219799,06,,,,,,37.7988165,-122.2066342,,,Bret Harte Middle School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,7,,,,,,001,01/19/1981,,221178,06,,,,,,37.8252051,-122.2819138,,,Clawson School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,36,,,,,,001,01/19/1981,06/04/2007,221215,06,,,,,,37.8038166,-122.2435799,,,Cleveland Elementary School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,71,,,,,,001,06/14/2000,,221837,06,,,,,,37.8110385,-122.2266349,,,Crocker Highlands Elementary School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,6,,,,,,001,01/19/1981,04/09/2007,222985,06,,,,,,37.7647914,-122.2345907,,,Edison Elementary School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,18,,,,,,001,06/14/2000,02/21/2007,223870,06,,Fremont Senior High School (historical),,,,37.7743098,-122.2086736,,,Fremont High School,,,,,,,,,,,,,,,,,,,,,,"en:Fremont High School (Oakland, California)"
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,175,,,,,,001,01/19/1981,,224287,06,,,,,,37.7997265,-122.1841879,,,Golden Gate Academy,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,9,,,,,,001,01/19/1981,04/09/2007,224783,06,,,,,,37.7699286,-122.2508024,,,Haight Elementary School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,28,,,,,,001,06/14/2000,02/26/2007,224842,06,,,,,,37.7851895,-122.2168702,,,Calvin Simmons Middle School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,7,,,,,,001,01/19/1981,03/09/2007,225026,06,,,,,,37.7615953,-122.1933004,,,Havenscourt Middle School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,20,,,,,,001,01/19/1981,05/25/2007,225042,06,,,,,,37.7821504,-122.2263571,,,Hawthorne Elementary School (historical),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,23,,,,,,001,06/14/2000,,225581,06,,,,,,37.7737978,-122.2022381,,,Horace Mann Elementary School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,28,,,,,,001,06/14/2000,,226180,06,,,,,,37.7796504,-122.2130233,,,Jefferson Elementary School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,7,,,,,,001,01/19/1981,,227459,06,,,,,,37.7610397,-122.1916338,,,Lockwood School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,9,,,,,,001,06/14/2000,05/25/2007,227757,06,,,,,,37.8079917,-122.281441,,,KIPP Bridge College Preparatory School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,43,,,,,,001,06/14/2000,05/25/2007,227848,06,,,,,,37.775206,-122.1769109,,,Explore Middle School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,16,,,,,,001,06/14/2000,,228125,06,,,,,,37.765484,-122.1785777,,,Markham Elementary School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,8,,,,,,001,01/19/1981,,228214,06,,,,,,37.7735397,-122.2646915,,,Mastick School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,7,,,,,,001,06/14/2000,02/21/2007,228311,06,,,,,,37.8186993,-122.2789424,,,McClymonds Educational Complex,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,7,,,,,,001,06/14/2000,,228484,06,,,,,,37.7671507,-122.2071898,,,Melrose Elementary School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,188,,,,,,001,06/14/2000,,228945,06,,,,,,37.8308652,-122.2127189,,,Montclair Elementary School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,8,,,,,,001,01/19/1981,,229796,06,,,,,,37.7654844,-122.255247,,,Notre Dame High School,,,,,,,,,,,,,,,,,,,,,,
,,25,,,,Orinda Way,,,,school,,,,,,,,,,,,,,,,,,,141,,,,,,013,01/19/1981,,230095,06,,,,,,37.8822704,-122.1889555,,,Orinda Union School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,51,,,,,,001,06/14/2000,05/25/2007,230522,06,,,,,,37.8496487,-122.2591357,,,Peralta Child Development Center,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,173,,,,,,013,01/19/1981,,230695,06,,,,,,37.8824253,-122.1835778,,,Pine Grove School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,135,,,,,,001,01/19/1981,,231435,06,,,,,,37.7974577,-122.1861275,,,Redwood Heights School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,9,,,,,,001,01/19/1981,,232185,06,,,,,,37.7665954,-122.2541359,,,Saint Joseph School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,194,,,,,,001,06/14/2000,,236290,06,,,,,,37.8360378,-122.2105231,,,Thornhill Elementary School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,5,,,,,,001,01/19/1981,,236856,06,,,,,,37.7729501,-122.244839,,,United States Naval Reserve Training Center,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,19,,,,,,001,06/14/2000,,237721,06,,,,,,37.7821504,-122.2202458,,,Charles Whitton School (Historical),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,53,,,,,,001,06/14/2000,,237819,06,,,,,,37.8196494,-122.2352463,,,Wildwood Elementary School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,4,,,,,,001,01/19/1981,,237923,06,,,,,,37.8133201,-122.2943735,,,Willow Manor School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,179,,,,,,013,01/19/1981,,253825,06,,,,,,37.8838142,-122.1852445,,,Santa Maria School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,4,,,,,,001,11/13/1995,,1670853,06,,,,,,37.7863815,-122.2864148,,,George P Miller Elementary School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,31,,,,,,001,03/20/1996,,1676029,06,,,,,,37.8315937,-122.2571912,,,Park Day School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,38,,,,,,001,03/20/1996,,1676039,06,,,,,,37.8688149,-122.2788582,,,Saint Joseph the Worker School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,31,,,,,,001,03/20/1996,,1676041,06,,,,,,37.8482599,-122.2705247,,,Sheltons School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,17,,,,,,001,03/20/1996,06/04/2007,1676080,06,,,,,,37.7613174,-122.1705218,,,Saint Benedict School (historical),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,7,,,,,,001,05/08/1996,,1692719,06,,,,,,37.7610397,-122.1919115,,,East Side Center for Redirection,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,7,,,,,,001,05/08/1996,,1692728,06,,,,,,37.7610397,-122.1927449,,,Lockwood Elementary School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,91,,,,,,001,05/08/1996,,1692730,06,,,,,,37.8231297,-122.2331821,,,Piedmont Adult School,,,,,,,,,,,,,,,,,,,,,,
Piedmont,,,760,94611,,Magnolia Avenue,,,,school,,,,,,,,,,,,,,,,,,,91,,,,,,001,05/08/1996,,1692732,06,,,,,,37.8229051,-122.2336783,,,Millennium Alternate High School,,,,,,,Piedmont Unified School District,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,85,,,,,,001,05/08/1996,,1692735,06,,,,,,37.8024276,-122.210801,,,Sequoia Elementary School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,9,,,,,,001,05/08/1996,,1693001,06,,,,,,37.7644647,-122.1954248,,,Saint Bernards School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,48,,,,,,001,05/08/1996,,1693008,06,,,,,,37.7974277,-122.2163568,,,Saint Jarlaths School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,130,,,,,,001,05/08/1996,,1693020,06,,,,,,37.8138162,-122.2144122,,,Corpus Christi School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,35,,,,,,001,05/08/1996,01/04/2008,1693050,06,,,,,,37.7862598,-122.2194081,,,Patten University,,,,,,,,,,,,,,,,,,,,,,en:Patten University
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,128,,,,,,001,05/08/1996,,1693065,06,,,,,,37.8371489,-122.231635,,,Saint Theresa School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,47,,,,,,001,05/08/1996,,1693067,06,,,,,,37.7924278,-122.2083009,,,Shiloh Christian Academy,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,97,,,,,,001,05/08/1996,,1693076,06,,,,,,37.8490931,-122.2408019,,,The College Preparatory School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,160,,,,,,001,05/08/1996,,1693079,06,,,,,,37.8186188,-122.2110762,,,Zion Lutheran School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,lutheran,,,,,,,43,,,,,,001,09/11/2002,,1961788,06,,,,,,37.8290937,-122.2530245,,,Pacific Boychoir Academy,,,,,,,,,,,,christian,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,42,,,,,,001,09/11/2002,,1961827,06,,,,,,37.8288159,-122.2505244,,,Saint Leo's Parochial School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,56,,,,,,001,09/11/2002,,1961839,06,,,,,,37.7938168,-122.2246904,,,Tiny Tot Co-Operative Nursery School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,19,,,,,,001,09/11/2002,,1961851,06,,,,,,37.8299271,-122.2733026,,,Longfellow Child Care Center,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,12,,,,,,001,09/11/2002,,1961901,06,,,,,,37.817983,-122.267747,,,Bay Cities Bible Institute,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,26,,,,,,001,04/18/2006,,2086915,06,,,,,,37.8466667,-122.2733333,,,Berkeley Academy For Youth Development,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,97,,,,,,001,05/22/2006,,2086919,06,,,,,,37.8666667,-122.2530556,,,Institute of Buddhist Studies,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,333,,,,,,001,05/22/2006,01/04/2008,2086944,06,,,,,,37.8971735,-122.2587528,,,Pacific Lutheran Theological Seminary,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,3,,,,,,001,02/20/2007,,2107472,06,,,,,,37.7722222,-122.2897222,,,Alameda Community Learning Center,,,,charter school,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,14,,,,,,001,02/20/2007,,2107475,06,,,,,,37.7745126,-122.2099034,,,Media Academy High School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,14,,,,,,001,02/20/2007,,2107476,06,,,,,,37.7743532,-122.2096187,,,Mandela High School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,14,,,,,,001,02/20/2007,,2107477,06,,,,,,37.7744359,-122.2097362,,,College Preparatory and Architecture Academy,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,39,,,,,,001,05/25/2007,,2124395,06,,,,,,37.8469444,-122.2647222,,,Sankofa Academy,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,98,,,,,,001,05/25/2007,,2124695,06,,,,,,37.805,-122.2083333,,,Mariposa Academy,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,29,,,,,,001,05/25/2007,,2124715,06,,Millsmont Academy,,,,37.7738889,-122.1825,,,Aspire Triumph Technology Academy,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,15,,,,,,001,06/04/2007,,2125736,06,,,,,,37.8472917,-122.2835297,,,Civicorps Elementary School,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,7,,,,,,001,06/04/2007,,2125755,06,,,,,,37.7672222,-122.2075,,,Bridges Academy At Melrose,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,7,,,,,,001,06/04/2007,,2125756,06,,,,,,37.7672222,-122.2075,,,Melrose Leadership Academy,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,51,,,,,,001,01/04/2008,,2370556,06,,,,,,37.8627507,-122.2675942,,,Acupuncture and Integrative Medicine College - Berkeley,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,7,,,,,,001,01/04/2008,,2370560,06,,,,,,37.8469925,-122.2918974,,,Silicon Valley College - Emeryville,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,98,,,,,,001,01/04/2008,,2370597,06,,,,,,37.8681537,-122.2536098,,,The Wright Institute,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,12,,,,,,001,01/04/2008,,2370638,06,,,,,,37.8046682,-122.2698331,,,Lincoln University,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,5,,,,,,001,01/04/2008,,2370678,06,,,,,,37.8475957,-122.2952856,,,Ex'pression College for Digital Arts,,,,,,,,,,,,,,,,,,,,,,
Berkeley,US,,100,94710,CA,Seawall Drive,,,,restaurant,,,,,,,,,seafood,,,,,,,,,no,,,,,,,,,,,,,,,,,37.86365,-122.317987,,,Skates on the Bay,,,,,,,,,,,+1 510 5491900,,,no,,,,,http://www.skatesonthebay.com/,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8664362,-122.2588297,,,Thai Noodle II,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8673884,-122.2589397,,,Naan 'n Curry,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8670418,-122.2563567,,,Crossroads,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8659795,-122.2580442,,,La Fiesta Mexican Restaurant,,,,,,,,,,,,,,,,,,,,,,
Berkeley,,,2100,94705,,Ward Street,,,,restaurant,,,,,,,,,japanese,,no,,,,,,,,,,,,,,,,,,,,,,,,37.859241,-122.266771,,,Kirala,,,,,,,,,no,,,,,no,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8645034,-122.2677354,,,Tuk Tuk Thai Cafe,,,,,,,,,,,,,,,,,,,http://www.ordertuktuk.com/,,,
Oakland,,,3437,94610,,Lakeshore Avenue,,,,restaurant,,,,,+1-510-835-8322,http://www.linjiakitchen.com/,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,37.8115287,-122.2425631,,,Lin Jia Asian Kitchen,,,,,,11:30-21:30,,,,,,,,no,,,,,,,,
Berkeley,,,1600,94709,CA,Shattuck Avenue,102,,,restaurant,,,,,,,,,crepe,,,,,,,,,no,,,,,,,,,,,,,,,,,37.878224,-122.269257,no,,Crepevine,,,,,,,,,yes,,+1 510 7051836,,,no,,yes,,,,yes,,
,,,,,,,,,,restaurant,,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,,37.8062477,-122.274255,,,Cafe 15,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,restaurant,,,,,,,,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,,37.8117757,-122.2667813,,,Ozumo,,,,,,,,,,,,,,,,,,,,yes,,
,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8120747,-122.2666269,,,Picán,,,,,,,,,,,,,,,,,,,,yes,,
Oakland,,,4901,94609,,Telegraph Avenue,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.835859,-122.262839,,,Blackwater Station,,,,,,,,,,,,,,,,,,,,,,
Oakland,,,4799,95476,,Telegraph Avenue,,,,restaurant,,,,,,,,,pizza,,no,,,,,,,,,,,,,,,,,,,,,,no,,37.8349606,-122.2631145,,,Lanesplitter Pizza,,,,,,,,,yes,,,,,no,,yes,,,,,,
,,,4721,,,Telegraph Avenue,,,,restaurant,,,,,,,,,asian,,no,,,,,,,,,,,,,,,,,,,,,,no,,37.83466,-122.2632,,,Burma Superstar,,,,,,,,,no,,,,,no,,yes,,,,,,
,,,4701,,,Telegraph Avenue,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8344662,-122.2632445,,,Pyung Chang Tofu House,,,,,,,,,,,,,,,,,,,,,,
,,,4315,,,Telegraph Avenue,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8320016,-122.2638687,,,Sanh Maru,,,,,,,,,,,,,,,,,,,,,,
,,,4307,,,Telegraph Avenue,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8318863,-122.2638945,,,Aunt Mary's Cafe,,,,,,,,,,,,,,,,,,,,,,
