country_group,seasonality,sex,age_group,month,unemployment,unemployment_rate
eu,nsa,m,y_lt25,2009.07,3072000,20.9
eu,nsa,m,y_lt25,2009.08,3060000,20.8
eu,nsa,m,y_lt25,2009.09,3182000,21.7
eu,nsa,m,y_lt25,2009.10,3087000,21.6
eu,nsa,m,y_lt25,2009.11,3049000,21.6
eu,nsa,m,y_lt25,2009.12,2962000,21.3
eu,nsa,m,y_lt25,2010.01,3143000,22.9
eu,nsa,m,y_lt25,2010.02,3215000,23.4
eu,nsa,m,y_lt25,2010.03,3166000,23
eu,nsa,m,y_lt25,2010.04,3086000,22.3
eu,nsa,m,y_lt25,2010.05,2936000,21.2
eu,nsa,m,y_lt25,2010.06,2910000,20.7
eu,nsa,m,y_lt25,2010.07,2904000,20.3
eu,nsa,m,y_lt25,2010.08,2895000,20.3
eu,nsa,m,y_lt25,2010.09,3006000,21
eu,nsa,m,y_lt25,2010.10,3005000,21.2
eu,nsa,m,y_lt25,2010.11,2974000,21.3
eu,nsa,m,y_lt25,2010.12,2936000,21.3
eu,sa,f,y25-74,2000.01,7469000,8.7
eu,sa,f,y25-74,2000.02,7472000,8.7
eu,sa,f,y25-74,2000.03,7446000,8.7
eu,sa,f,y25-74,2000.04,7444000,8.6
eu,sa,f,y25-74,2000.05,7420000,8.6
eu,sa,f,y25-74,2000.06,7403000,8.6
eu,sa,f,y25-74,2000.07,7359000,8.5
eu,sa,f,y25-74,2000.08,7337000,8.5
eu,sa,f,y25-74,2000.09,7304000,8.4
eu,sa,f,y25-74,2000.10,7201000,8.3
eu,sa,f,y25-74,2000.11,7169000,8.3
eu,sa,f,y25-74,2000.12,7136000,8.2
eu,sa,f,y25-74,2001.01,7127000,8.2
eu,sa,f,y25-74,2001.02,7122000,8.2
eu,sa,f,y25-74,2001.03,7126000,8.2
eu,sa,f,y25-74,2001.04,7109000,8.2
eu,sa,f,y25-74,2001.05,7132000,8.2
eu,sa,f,y25-74,2001.06,7121000,8.2
eu,sa,f,y25-74,2001.07,7083000,8.1
eu,sa,f,y25-74,2001.08,7082000,8.1
eu,sa,f,y25-74,2001.09,7083000,8.1
eu,sa,f,y25-74,2001.10,7118000,8.1
eu,sa,f,y25-74,2001.11,7160000,8.2
eu,sa,f,y25-74,2001.12,7190000,8.2
eu,sa,f,y25-74,2002.01,7258000,8.3
eu,sa,f,y25-74,2002.02,7280000,8.3
eu,sa,f,y25-74,2002.03,7316000,8.3
eu,sa,f,y25-74,2002.04,7403000,8.4
eu,sa,f,y25-74,2002.05,7398000,8.4
eu,sa,f,y25-74,2002.06,7448000,8.4
eu,sa,f,y25-74,2002.07,7522000,8.5
eu,sa,f,y25-74,2002.08,7545000,8.5
eu,sa,f,y25-74,2002.09,7583000,8.6
eu,sa,f,y25-74,2002.10,7561000,8.5
eu,sa,f,y25-74,2002.11,7583000,8.6
eu,sa,f,y25-74,2002.12,7567000,8.5
eu,sa,f,y25-74,2003.01,7599000,8.5
eu,sa,f,y25-74,2003.02,7601000,8.5
eu,sa,f,y25-74,2003.03,7618000,8.5
eu,sa,f,y25-74,2003.04,7545000,8.4
eu,sa,f,y25-74,2003.05,7569000,8.5
eu,sa,f,y25-74,2003.06,7598000,8.5
eu,sa,f,y25-74,2003.07,7648000,8.5
eu,sa,f,y25-74,2003.08,7682000,8.6
eu,sa,f,y25-74,2003.09,7710000,8.6
eu,sa,f,y25-74,2003.10,7719000,8.6
eu,sa,f,y25-74,2003.11,7721000,8.6
eu,sa,f,y25-74,2003.12,7731000,8.6
eu,sa,f,y25-74,2004.01,7787000,8.6
eu,sa,f,y25-74,2004.02,7779000,8.6
eu,sa,f,y25-74,2004.03,7806000,8.6
eu,sa,f,y25-74,2004.04,7732000,8.5
eu,sa,f,y25-74,2004.05,7737000,8.5
eu,sa,f,y25-74,2004.06,7687000,8.5
eu,sa,f,y25-74,2004.07,7729000,8.5
eu,sa,f,y25-74,2004.08,7728000,8.5
eu,sa,f,y25-74,2004.09,7751000,8.5
eu,sa,f,y25-74,2004.10,7749000,8.5
eu,sa,f,y25-74,2004.11,7773000,8.5
eu,sa,f,y25-74,2004.12,7820000,8.5
eu,sa,f,y25-74,2005.01,7735000,8.4
eu,sa,f,y25-74,2005.02,7803000,8.5
eu,sa,f,y25-74,2005.03,7777000,8.5
eu,sa,f,y25-74,2005.04,7814000,8.5
eu,sa,f,y25-74,2005.05,7784000,8.5
eu,sa,f,y25-74,2005.06,7813000,8.5
eu,sa,f,y25-74,2005.07,7725000,8.4
eu,sa,f,y25-74,2005.08,7715000,8.4
eu,sa,f,y25-74,2005.09,7771000,8.4
eu,sa,f,y25-74,2005.10,7823000,8.4
eu,sa,f,y25-74,2005.11,7777000,8.4
eu,sa,f,y25-74,2005.12,7699000,8.3
eu,sa,f,y25-74,2006.01,7641000,8.2
eu,sa,f,y25-74,2006.02,7563000,8.1
eu,sa,f,y25-74,2006.03,7504000,8.1
eu,sa,f,y25-74,2006.04,7418000,7.9
eu,sa,f,y25-74,2006.05,7387000,7.9
eu,sa,f,y25-74,2006.06,7318000,7.8
eu,sa,f,y25-74,2006.07,7222000,7.7
eu,sa,f,y25-74,2006.08,7175000,7.7
eu,sa,f,y25-74,2006.09,7085000,7.6
eu,sa,f,y25-74,2006.10,6981000,7.4
eu,sa,f,y25-74,2006.11,6926000,7.4
eu,sa,f,y25-74,2006.12,6851000,7.3
eu,sa,f,y25-74,2007.01,6773000,7.2
eu,sa,f,y25-74,2007.02,6689000,7.1
eu,sa,f,y25-74,2007.03,6609000,7
eu,sa,f,y25-74,2007.04,6549000,6.9
eu,sa,f,y25-74,2007.05,6504000,6.9
eu,sa,f,y25-74,2007.06,6411000,6.8
eu,sa,f,y25-74,2007.07,6412000,6.8
eu,sa,f,y25-74,2007.08,6331000,6.7
eu,sa,f,y25-74,2007.09,6307000,6.6
eu,sa,f,y25-74,2007.10,6302000,6.6
eu,sa,f,y25-74,2007.11,6257000,6.6
eu,sa,f,y25-74,2007.12,6248000,6.6
eu,sa,f,y25-74,2008.01,6156000,6.4
eu,sa,f,y25-74,2008.02,6109000,6.4
eu,sa,f,y25-74,2008.03,6037000,6.3
eu,sa,f,y25-74,2008.04,6061000,6.3
eu,sa,f,y25-74,2008.05,6098000,6.4
eu,sa,f,y25-74,2008.06,6163000,6.4
eu,sa,f,y25-74,2008.07,6203000,6.5
eu,sa,f,y25-74,2008.08,6295000,6.6
eu,sa,f,y25-74,2008.09,6302000,6.5
eu,sa,f,y25-74,2008.10,6367000,6.6
eu,sa,f,y25-74,2008.11,6459000,6.7
eu,sa,f,y25-74,2008.12,6599000,6.8
eu,sa,f,y25-74,2009.01,6801000,7
eu,sa,f,y25-74,2009.02,7002000,7.2
eu,sa,f,y25-74,2009.03,7153000,7.4
eu,sa,f,y25-74,2009.04,7283000,7.5
eu,sa,f,y25-74,2009.05,7376000,7.6
eu,sa,f,y25-74,2009.06,7467000,7.7
eu,sa,f,y25-74,2009.07,7537000,7.8
eu,sa,f,y25-74,2009.08,7600000,7.8
eu,sa,f,y25-74,2009.09,7685000,7.9
eu,sa,f,y25-74,2009.10,7767000,8
eu,sa,f,y25-74,2009.11,7842000,8.1
eu,sa,f,y25-74,2009.12,7907000,8.1
eu,sa,f,y25-74,2010.01,7977000,8.2
eu,sa,f,y25-74,2010.02,7991000,8.2
eu,sa,f,y25-74,2010.03,8042000,8.2
eu,sa,f,y25-74,2010.04,8073000,8.2
eu,sa,f,y25-74,2010.05,8116000,8.3
eu,sa,f,y25-74,2010.06,8131000,8.3
eu,sa,f,y25-74,2010.07,8214000,8.4
eu,sa,f,y25-74,2010.08,8209000,8.4
eu,sa,f,y25-74,2010.09,8226000,8.4
eu,sa,f,y25-74,2010.10,8219000,8.3
eu,sa,f,y25-74,2010.11,8188000,8.3
eu,sa,f,y25-74,2010.12,8142000,8.3
eu,sa,f,y_lt25,2000.01,2509000,18.7
eu,sa,f,y_lt25,2000.02,2514000,18.8
eu,sa,f,y_lt25,2000.03,2501000,18.7
eu,sa,f,y_lt25,2000.04,2484000,18.5
eu,sa,f,y_lt25,2000.05,2455000,18.2
eu,sa,f,y_lt25,2000.06,2448000,18.2
eu,sa,f,y_lt25,2000.07,2423000,18.1
eu,sa,f,y_lt25,2000.08,2421000,18.1
eu,sa,f,y_lt25,2000.09,2420000,18
eu,sa,f,y_lt25,2000.10,2387000,17.8
eu,sa,f,y_lt25,2000.11,2391000,17.8
eu,sa,f,y_lt25,2000.12,2384000,17.7
eu,sa,f,y_lt25,2001.01,2389000,17.8
eu,sa,f,y_lt25,2001.02,2413000,17.9
eu,sa,f,y_lt25,2001.03,2420000,18
eu,sa,f,y_lt25,2001.04,2395000,17.8
eu,sa,f,y_lt25,2001.05,2403000,17.9
eu,sa,f,y_lt25,2001.06,2391000,17.8
eu,sa,f,y_lt25,2001.07,2379000,17.8
eu,sa,f,y_lt25,2001.08,2389000,17.8
eu,sa,f,y_lt25,2001.09,2387000,17.8
eu,sa,f,y_lt25,2001.10,2383000,17.9
eu,sa,f,y_lt25,2001.11,2380000,17.9
eu,sa,f,y_lt25,2001.12,2376000,17.9
eu,sa,f,y_lt25,2002.01,2402000,18.1
eu,sa,f,y_lt25,2002.02,2404000,18.1
eu,sa,f,y_lt25,2002.03,2405000,18.1
eu,sa,f,y_lt25,2002.04,2397000,18.1
eu,sa,f,y_lt25,2002.05,2376000,18
eu,sa,f,y_lt25,2002.06,2392000,18.1
eu,sa,f,y_lt25,2002.07,2394000,18.2
eu,sa,f,y_lt25,2002.08,2394000,18.3
eu,sa,f,y_lt25,2002.09,2378000,18.2
eu,sa,f,y_lt25,2002.10,2350000,18.1
eu,sa,f,y_lt25,2002.11,2345000,18.1
eu,sa,f,y_lt25,2002.12,2333000,18
eu,sa,f,y_lt25,2003.01,2332000,18
eu,sa,f,y_lt25,2003.02,2336000,18.1
eu,sa,f,y_lt25,2003.03,2344000,18.2
eu,sa,f,y_lt25,2003.04,2367000,18.3
eu,sa,f,y_lt25,2003.05,2374000,18.4
eu,sa,f,y_lt25,2003.06,2389000,18.5
eu,sa,f,y_lt25,2003.07,2347000,18.3
eu,sa,f,y_lt25,2003.08,2331000,18.2
eu,sa,f,y_lt25,2003.09,2315000,18.1
eu,sa,f,y_lt25,2003.10,2270000,17.9
eu,sa,f,y_lt25,2003.11,2282000,18
eu,sa,f,y_lt25,2003.12,2302000,18.1
eu,sa,f,y_lt25,2004.01,2365000,18.3
eu,sa,f,y_lt25,2004.02,2387000,18.5
eu,sa,f,y_lt25,2004.03,2397000,18.5
eu,sa,f,y_lt25,2004.04,2418000,18.8
eu,sa,f,y_lt25,2004.05,2392000,18.6
eu,sa,f,y_lt25,2004.06,2396000,18.7
eu,sa,f,y_lt25,2004.07,2374000,18.5
eu,sa,f,y_lt25,2004.08,2376000,18.7
eu,sa,f,y_lt25,2004.09,2393000,18.9
eu,sa,f,y_lt25,2004.10,2402000,18.9
eu,sa,f,y_lt25,2004.11,2415000,19
eu,sa,f,y_lt25,2004.12,2393000,18.9
eu,sa,f,y_lt25,2005.01,2343000,18.5
eu,sa,f,y_lt25,2005.02,2360000,18.7
eu,sa,f,y_lt25,2005.03,2332000,18.5
eu,sa,f,y_lt25,2005.04,2358000,18.7
eu,sa,f,y_lt25,2005.05,2356000,18.6
eu,sa,f,y_lt25,2005.06,2336000,18.5
eu,sa,f,y_lt25,2005.07,2317000,18.5
eu,sa,f,y_lt25,2005.08,2292000,18.3
eu,sa,f,y_lt25,2005.09,2285000,18.2
eu,sa,f,y_lt25,2005.10,2291000,18.3
eu,sa,f,y_lt25,2005.11,2260000,18
eu,sa,f,y_lt25,2005.12,2279000,18.2
eu,sa,f,y_lt25,2006.01,2263000,18.1
eu,sa,f,y_lt25,2006.02,2265000,18.1
eu,sa,f,y_lt25,2006.03,2251000,17.9
eu,sa,f,y_lt25,2006.04,2228000,17.8
eu,sa,f,y_lt25,2006.05,2226000,17.8
eu,sa,f,y_lt25,2006.06,2169000,17.4
eu,sa,f,y_lt25,2006.07,2169000,17.4
eu,sa,f,y_lt25,2006.08,2179000,17.5
eu,sa,f,y_lt25,2006.09,2160000,17.4
eu,sa,f,y_lt25,2006.10,2117000,17
eu,sa,f,y_lt25,2006.11,2123000,17
eu,sa,f,y_lt25,2006.12,2086000,16.8
eu,sa,f,y_lt25,2007.01,2076000,16.7
eu,sa,f,y_lt25,2007.02,2028000,16.4
eu,sa,f,y_lt25,2007.03,1990000,16.2
eu,sa,f,y_lt25,2007.04,1959000,15.9
eu,sa,f,y_lt25,2007.05,1926000,15.6
eu,sa,f,y_lt25,2007.06,1951000,15.8
eu,sa,f,y_lt25,2007.07,1931000,15.6
eu,sa,f,y_lt25,2007.08,1945000,15.7
eu,sa,f,y_lt25,2007.09,1908000,15.4
eu,sa,f,y_lt25,2007.10,1878000,15.2
eu,sa,f,y_lt25,2007.11,1840000,14.8
eu,sa,f,y_lt25,2007.12,1852000,14.9
eu,sa,f,y_lt25,2008.01,1849000,15
eu,sa,f,y_lt25,2008.02,1836000,14.8
eu,sa,f,y_lt25,2008.03,1842000,14.9
eu,sa,f,y_lt25,2008.04,1854000,15
eu,sa,f,y_lt25,2008.05,1875000,15.2
eu,sa,f,y_lt25,2008.06,1905000,15.4
eu,sa,f,y_lt25,2008.07,1880000,15.2
eu,sa,f,y_lt25,2008.08,1865000,15.1
eu,sa,f,y_lt25,2008.09,1914000,15.5
eu,sa,f,y_lt25,2008.10,1936000,15.7
eu,sa,f,y_lt25,2008.11,2014000,16.4
eu,sa,f,y_lt25,2008.12,2016000,16.4
eu,sa,f,y_lt25,2009.01,2089000,17
eu,sa,f,y_lt25,2009.02,2146000,17.4
eu,sa,f,y_lt25,2009.03,2180000,17.7
eu,sa,f,y_lt25,2009.04,2181000,17.9
eu,sa,f,y_lt25,2009.05,2204000,18
eu,sa,f,y_lt25,2009.06,2199000,18.1
eu,sa,f,y_lt25,2009.07,2257000,18.7
eu,sa,f,y_lt25,2009.08,2307000,19.1
eu,sa,f,y_lt25,2009.09,2293000,19.1
eu,sa,f,y_lt25,2009.10,2276000,19
eu,sa,f,y_lt25,2009.11,2236000,18.8
eu,sa,f,y_lt25,2009.12,2244000,18.9
eu,sa,f,y_lt25,2010.01,2255000,19
eu,sa,f,y_lt25,2010.02,2278000,19.2
eu,sa,f,y_lt25,2010.03,2271000,19.1
eu,sa,f,y_lt25,2010.04,2316000,19.5
eu,sa,f,y_lt25,2010.05,2332000,19.7
eu,sa,f,y_lt25,2010.06,2317000,19.6
eu,sa,f,y_lt25,2010.07,2321000,19.7
eu,sa,f,y_lt25,2010.08,2306000,19.6
eu,sa,f,y_lt25,2010.09,2356000,19.9
eu,sa,f,y_lt25,2010.10,2380000,20.2
eu,sa,f,y_lt25,2010.11,2394000,20.3
eu,sa,f,y_lt25,2010.12,2397000,20.4
eu,sa,m,y25-74,2000.01,7380000,6.7
eu,sa,m,y25-74,2000.02,7335000,6.7
eu,sa,m,y25-74,2000.03,7314000,6.7
eu,sa,m,y25-74,2000.04,7243000,6.6
eu,sa,m,y25-74,2000.05,7204000,6.6
eu,sa,m,y25-74,2000.06,7154000,6.5
eu,sa,m,y25-74,2000.07,7112000,6.5
eu,sa,m,y25-74,2000.08,7077000,6.4
eu,sa,m,y25-74,2000.09,7054000,6.4
eu,sa,m,y25-74,2000.10,7013000,6.4
eu,sa,m,y25-74,2000.11,6996000,6.4
eu,sa,m,y25-74,2000.12,6980000,6.3
eu,sa,m,y25-74,2001.01,6984000,6.3
eu,sa,m,y25-74,2001.02,6978000,6.3
eu,sa,m,y25-74,2001.03,6985000,6.3
eu,sa,m,y25-74,2001.04,7021000,6.4
eu,sa,m,y25-74,2001.05,7084000,6.4
eu,sa,m,y25-74,2001.06,7109000,6.5
eu,sa,m,y25-74,2001.07,7136000,6.5
eu,sa,m,y25-74,2001.08,7149000,6.5
eu,sa,m,y25-74,2001.09,7198000,6.5
eu,sa,m,y25-74,2001.10,7260000,6.6
eu,sa,m,y25-74,2001.11,7307000,6.6
eu,sa,m,y25-74,2001.12,7351000,6.7
eu,sa,m,y25-74,2002.01,7452000,6.8
eu,sa,m,y25-74,2002.02,7509000,6.8
eu,sa,m,y25-74,2002.03,7509000,6.8
eu,sa,m,y25-74,2002.04,7547000,6.8
eu,sa,m,y25-74,2002.05,7615000,6.9
eu,sa,m,y25-74,2002.06,7665000,6.9
eu,sa,m,y25-74,2002.07,7716000,7
eu,sa,m,y25-74,2002.08,7772000,7
eu,sa,m,y25-74,2002.09,7826000,7.1
eu,sa,m,y25-74,2002.10,7864000,7.1
eu,sa,m,y25-74,2002.11,7890000,7.1
eu,sa,m,y25-74,2002.12,7907000,7.1
eu,sa,m,y25-74,2003.01,7867000,7.1
eu,sa,m,y25-74,2003.02,7871000,7.1
eu,sa,m,y25-74,2003.03,7883000,7.1
eu,sa,m,y25-74,2003.04,7846000,7.1
eu,sa,m,y25-74,2003.05,7847000,7.1
eu,sa,m,y25-74,2003.06,7867000,7.1
eu,sa,m,y25-74,2003.07,7873000,7.1
eu,sa,m,y25-74,2003.08,7889000,7.1
eu,sa,m,y25-74,2003.09,7885000,7.1
eu,sa,m,y25-74,2003.10,7913000,7.1
eu,sa,m,y25-74,2003.11,7956000,7.1
eu,sa,m,y25-74,2003.12,7997000,7.2
eu,sa,m,y25-74,2004.01,8014000,7.2
eu,sa,m,y25-74,2004.02,8007000,7.2
eu,sa,m,y25-74,2004.03,8020000,7.2
eu,sa,m,y25-74,2004.04,8036000,7.2
eu,sa,m,y25-74,2004.05,8053000,7.2
eu,sa,m,y25-74,2004.06,8047000,7.2
eu,sa,m,y25-74,2004.07,8052000,7.2
eu,sa,m,y25-74,2004.08,8025000,7.1
eu,sa,m,y25-74,2004.09,8052000,7.2
eu,sa,m,y25-74,2004.10,8041000,7.1
eu,sa,m,y25-74,2004.11,8048000,7.1
eu,sa,m,y25-74,2004.12,8061000,7.1
eu,sa,m,y25-74,2005.01,8006000,7.1
eu,sa,m,y25-74,2005.02,8007000,7.1
eu,sa,m,y25-74,2005.03,8103000,7.1
eu,sa,m,y25-74,2005.04,8032000,7.1
eu,sa,m,y25-74,2005.05,8036000,7.1
eu,sa,m,y25-74,2005.06,8004000,7
eu,sa,m,y25-74,2005.07,7909000,7
eu,sa,m,y25-74,2005.08,7882000,6.9
eu,sa,m,y25-74,2005.09,7842000,6.9
eu,sa,m,y25-74,2005.10,7842000,6.9
eu,sa,m,y25-74,2005.11,7808000,6.8
eu,sa,m,y25-74,2005.12,7733000,6.8
eu,sa,m,y25-74,2006.01,7707000,6.7
eu,sa,m,y25-74,2006.02,7642000,6.7
eu,sa,m,y25-74,2006.03,7599000,6.6
eu,sa,m,y25-74,2006.04,7552000,6.6
eu,sa,m,y25-74,2006.05,7409000,6.5
eu,sa,m,y25-74,2006.06,7326000,6.4
eu,sa,m,y25-74,2006.07,7270000,6.3
eu,sa,m,y25-74,2006.08,7217000,6.3
eu,sa,m,y25-74,2006.09,7146000,6.2
eu,sa,m,y25-74,2006.10,7075000,6.2
eu,sa,m,y25-74,2006.11,6963000,6.1
eu,sa,m,y25-74,2006.12,6847000,6
eu,sa,m,y25-74,2007.01,6677000,5.8
eu,sa,m,y25-74,2007.02,6582000,5.7
eu,sa,m,y25-74,2007.03,6481000,5.6
eu,sa,m,y25-74,2007.04,6370000,5.5
eu,sa,m,y25-74,2007.05,6392000,5.5
eu,sa,m,y25-74,2007.06,6328000,5.5
eu,sa,m,y25-74,2007.07,6391000,5.5
eu,sa,m,y25-74,2007.08,6355000,5.5
eu,sa,m,y25-74,2007.09,6311000,5.5
eu,sa,m,y25-74,2007.10,6219000,5.4
eu,sa,m,y25-74,2007.11,6159000,5.3
eu,sa,m,y25-74,2007.12,6202000,5.3
eu,sa,m,y25-74,2008.01,6065000,5.2
eu,sa,m,y25-74,2008.02,5957000,5.1
eu,sa,m,y25-74,2008.03,5942000,5.1
eu,sa,m,y25-74,2008.04,6103000,5.2
eu,sa,m,y25-74,2008.05,6181000,5.3
eu,sa,m,y25-74,2008.06,6293000,5.4
eu,sa,m,y25-74,2008.07,6342000,5.4
eu,sa,m,y25-74,2008.08,6432000,5.5
eu,sa,m,y25-74,2008.09,6538000,5.6
eu,sa,m,y25-74,2008.10,6754000,5.8
eu,sa,m,y25-74,2008.11,6967000,6
eu,sa,m,y25-74,2008.12,7217000,6.2
eu,sa,m,y25-74,2009.01,7566000,6.5
eu,sa,m,y25-74,2009.02,7911000,6.8
eu,sa,m,y25-74,2009.03,8361000,7.1
eu,sa,m,y25-74,2009.04,8532000,7.3
eu,sa,m,y25-74,2009.05,8754000,7.5
eu,sa,m,y25-74,2009.06,8894000,7.6
eu,sa,m,y25-74,2009.07,9074000,7.8
eu,sa,m,y25-74,2009.08,9157000,7.8
eu,sa,m,y25-74,2009.09,9347000,8
eu,sa,m,y25-74,2009.10,9383000,8
eu,sa,m,y25-74,2009.11,9469000,8.1
eu,sa,m,y25-74,2009.12,9504000,8.1
eu,sa,m,y25-74,2010.01,9614000,8.2
eu,sa,m,y25-74,2010.02,9692000,8.3
eu,sa,m,y25-74,2010.03,9690000,8.3
eu,sa,m,y25-74,2010.04,9688000,8.3
eu,sa,m,y25-74,2010.05,9680000,8.3
eu,sa,m,y25-74,2010.06,9671000,8.2
eu,sa,m,y25-74,2010.07,9662000,8.2
eu,sa,m,y25-74,2010.08,9668000,8.2
eu,sa,m,y25-74,2010.09,9642000,8.2
eu,sa,m,y25-74,2010.10,9671000,8.2
eu,sa,m,y25-74,2010.11,9608000,8.2
eu,sa,m,y25-74,2010.12,9622000,8.2
eu,sa,m,y_lt25,2000.01,2596000,16.9
eu,sa,m,y_lt25,2000.02,2588000,16.8
eu,sa,m,y_lt25,2000.03,2593000,16.8
eu,sa,m,y_lt25,2000.04,2601000,16.8
eu,sa,m,y_lt25,2000.05,2592000,16.8
eu,sa,m,y_lt25,2000.06,2583000,16.7
eu,sa,m,y_lt25,2000.07,2591000,16.7
eu,sa,m,y_lt25,2000.08,2583000,16.7
eu,sa,m,y_lt25,2000.09,2579000,16.6
eu,sa,m,y_lt25,2000.10,2563000,16.4
eu,sa,m,y_lt25,2000.11,2564000,16.4
eu,sa,m,y_lt25,2000.12,2569000,16.4
eu,sa,m,y_lt25,2001.01,2537000,16.3
eu,sa,m,y_lt25,2001.02,2574000,16.5
eu,sa,m,y_lt25,2001.03,2585000,16.5
eu,sa,m,y_lt25,2001.04,2588000,16.6
eu,sa,m,y_lt25,2001.05,2609000,16.8
eu,sa,m,y_lt25,2001.06,2619000,16.9
eu,sa,m,y_lt25,2001.07,2623000,16.9
eu,sa,m,y_lt25,2001.08,2635000,16.9
eu,sa,m,y_lt25,2001.09,2646000,17.1
eu,sa,m,y_lt25,2001.10,2692000,17.3
eu,sa,m,y_lt25,2001.11,2706000,17.4
eu,sa,m,y_lt25,2001.12,2723000,17.6
eu,sa,m,y_lt25,2002.01,2735000,17.7
eu,sa,m,y_lt25,2002.02,2755000,17.8
eu,sa,m,y_lt25,2002.03,2730000,17.6
eu,sa,m,y_lt25,2002.04,2728000,17.6
eu,sa,m,y_lt25,2002.05,2735000,17.7
eu,sa,m,y_lt25,2002.06,2744000,17.8
eu,sa,m,y_lt25,2002.07,2751000,17.9
eu,sa,m,y_lt25,2002.08,2756000,18
eu,sa,m,y_lt25,2002.09,2762000,18
eu,sa,m,y_lt25,2002.10,2768000,18.2
eu,sa,m,y_lt25,2002.11,2776000,18.2
eu,sa,m,y_lt25,2002.12,2770000,18.3
eu,sa,m,y_lt25,2003.01,2765000,18.3
eu,sa,m,y_lt25,2003.02,2751000,18.2
eu,sa,m,y_lt25,2003.03,2744000,18.2
eu,sa,m,y_lt25,2003.04,2780000,18.2
eu,sa,m,y_lt25,2003.05,2771000,18.2
eu,sa,m,y_lt25,2003.06,2788000,18.3
eu,sa,m,y_lt25,2003.07,2753000,18.2
eu,sa,m,y_lt25,2003.08,2736000,18.2
eu,sa,m,y_lt25,2003.09,2740000,18.2
eu,sa,m,y_lt25,2003.10,2711000,18.1
eu,sa,m,y_lt25,2003.11,2699000,18
eu,sa,m,y_lt25,2003.12,2703000,18
eu,sa,m,y_lt25,2004.01,2764000,18.2
eu,sa,m,y_lt25,2004.02,2773000,18.3
eu,sa,m,y_lt25,2004.03,2789000,18.4
eu,sa,m,y_lt25,2004.04,2784000,18.4
eu,sa,m,y_lt25,2004.05,2806000,18.6
eu,sa,m,y_lt25,2004.06,2810000,18.7
eu,sa,m,y_lt25,2004.07,2792000,18.5
eu,sa,m,y_lt25,2004.08,2795000,18.5
eu,sa,m,y_lt25,2004.09,2802000,18.6
eu,sa,m,y_lt25,2004.10,2775000,18.4
eu,sa,m,y_lt25,2004.11,2798000,18.5
eu,sa,m,y_lt25,2004.12,2810000,18.6
eu,sa,m,y_lt25,2005.01,2785000,18.5
eu,sa,m,y_lt25,2005.02,2793000,18.5
eu,sa,m,y_lt25,2005.03,2824000,18.7
eu,sa,m,y_lt25,2005.04,2804000,18.7
eu,sa,m,y_lt25,2005.05,2778000,18.6
eu,sa,m,y_lt25,2005.06,2778000,18.5
eu,sa,m,y_lt25,2005.07,2739000,18.4
eu,sa,m,y_lt25,2005.08,2732000,18.3
eu,sa,m,y_lt25,2005.09,2741000,18.3
eu,sa,m,y_lt25,2005.10,2714000,18.2
eu,sa,m,y_lt25,2005.11,2671000,18
eu,sa,m,y_lt25,2005.12,2657000,17.9
eu,sa,m,y_lt25,2006.01,2637000,17.8
eu,sa,m,y_lt25,2006.02,2631000,17.8
eu,sa,m,y_lt25,2006.03,2615000,17.7
eu,sa,m,y_lt25,2006.04,2610000,17.6
eu,sa,m,y_lt25,2006.05,2570000,17.3
eu,sa,m,y_lt25,2006.06,2523000,16.9
eu,sa,m,y_lt25,2006.07,2478000,16.6
eu,sa,m,y_lt25,2006.08,2470000,16.6
eu,sa,m,y_lt25,2006.09,2447000,16.4
eu,sa,m,y_lt25,2006.10,2427000,16.3
eu,sa,m,y_lt25,2006.11,2410000,16.2
eu,sa,m,y_lt25,2006.12,2369000,16
eu,sa,m,y_lt25,2007.01,2324000,15.7
eu,sa,m,y_lt25,2007.02,2273000,15.4
eu,sa,m,y_lt25,2007.03,2256000,15.3
eu,sa,m,y_lt25,2007.04,2222000,15.1
eu,sa,m,y_lt25,2007.05,2244000,15.2
eu,sa,m,y_lt25,2007.06,2237000,15.2
eu,sa,m,y_lt25,2007.07,2245000,15.2
eu,sa,m,y_lt25,2007.08,2253000,15.3
eu,sa,m,y_lt25,2007.09,2221000,15.1
eu,sa,m,y_lt25,2007.10,2211000,15
eu,sa,m,y_lt25,2007.11,2187000,14.8
eu,sa,m,y_lt25,2007.12,2189000,14.8
eu,sa,m,y_lt25,2008.01,2176000,14.7
eu,sa,m,y_lt25,2008.02,2158000,14.6
eu,sa,m,y_lt25,2008.03,2150000,14.6
eu,sa,m,y_lt25,2008.04,2177000,14.8
eu,sa,m,y_lt25,2008.05,2224000,15.1
eu,sa,m,y_lt25,2008.06,2280000,15.5
eu,sa,m,y_lt25,2008.07,2319000,15.7
eu,sa,m,y_lt25,2008.08,2346000,15.9
eu,sa,m,y_lt25,2008.09,2386000,16.2
eu,sa,m,y_lt25,2008.10,2442000,16.6
eu,sa,m,y_lt25,2008.11,2501000,17.1
eu,sa,m,y_lt25,2008.12,2571000,17.6
eu,sa,m,y_lt25,2009.01,2670000,18.4
eu,sa,m,y_lt25,2009.02,2771000,19.1
eu,sa,m,y_lt25,2009.03,2867000,19.8
eu,sa,m,y_lt25,2009.04,2939000,20.4
eu,sa,m,y_lt25,2009.05,2990000,20.7
eu,sa,m,y_lt25,2009.06,3011000,21
eu,sa,m,y_lt25,2009.07,3078000,21.5
