country,seasonality,sex,age_group,month,unemployment,unemployment_rate
es,nsa,f,y25-74,2003.06,870000,12.7
es,nsa,f,y25-74,2003.07,874000,12.7
es,nsa,f,y25-74,2003.08,877000,12.7
es,nsa,f,y25-74,2003.09,878000,12.6
es,nsa,f,y25-74,2003.10,883000,12.6
es,nsa,f,y25-74,2003.11,890000,12.6
es,nsa,f,y25-74,2003.12,879000,12.4
es,nsa,f,y25-74,2004.01,906000,12.7
es,nsa,f,y25-74,2004.02,911000,12.8
es,nsa,f,y25-74,2004.03,907000,12.7
es,nsa,f,y25-74,2004.04,909000,12.6
es,nsa,f,y25-74,2004.05,886000,12.3
es,nsa,f,y25-74,2004.06,870000,12
es,nsa,f,y25-74,2004.07,845000,11.7
es,nsa,f,y25-74,2004.08,845000,11.6
es,nsa,f,y25-74,2004.09,843000,11.5
es,nsa,f,y25-74,2004.10,861000,11.6
es,nsa,f,y25-74,2004.11,882000,11.8
es,nsa,f,y25-74,2004.12,868000,11.6
es,nsa,f,y25-74,2005.01,897000,12.1
es,nsa,f,y25-74,2005.02,891000,12
es,nsa,f,y25-74,2005.03,868000,11.6
es,nsa,f,y25-74,2005.04,833000,11.1
es,nsa,f,y25-74,2005.05,783000,10.4
es,nsa,f,y25-74,2005.06,749000,10
es,nsa,f,y25-74,2005.07,724000,9.7
es,nsa,f,y25-74,2005.08,712000,9.5
es,nsa,f,y25-74,2005.09,715000,9.5
es,nsa,f,y25-74,2005.10,752000,9.9
es,nsa,f,y25-74,2005.11,792000,10.3
es,nsa,f,y25-74,2005.12,803000,10.4
es,nsa,f,y25-74,2006.01,853000,10.9
es,nsa,f,y25-74,2006.02,864000,11
es,nsa,f,y25-74,2006.03,859000,10.9
es,nsa,f,y25-74,2006.04,823000,10.4
es,nsa,f,y25-74,2006.05,794000,10
es,nsa,f,y25-74,2006.06,776000,9.8
es,nsa,f,y25-74,2006.07,770000,9.8
es,nsa,f,y25-74,2006.08,771000,9.8
es,nsa,f,y25-74,2006.09,773000,9.7
es,nsa,f,y25-74,2006.10,795000,9.8
es,nsa,f,y25-74,2006.11,813000,10
es,nsa,f,y25-74,2006.12,804000,9.8
es,nsa,f,y25-74,2007.01,833000,10.1
es,nsa,f,y25-74,2007.02,825000,10
es,nsa,f,y25-74,2007.03,805000,9.8
es,nsa,f,y25-74,2007.04,767000,9.3
es,nsa,f,y25-74,2007.05,738000,8.9
es,nsa,f,y25-74,2007.06,729000,8.8
es,nsa,f,y25-74,2007.07,731000,8.9
es,nsa,f,y25-74,2007.08,750000,9.1
es,nsa,f,y25-74,2007.09,764000,9.2
es,nsa,f,y25-74,2007.10,797000,9.5
es,nsa,f,y25-74,2007.11,826000,9.7
es,nsa,f,y25-74,2007.12,834000,9.8
es,nsa,f,y25-74,2008.01,898000,10.5
es,nsa,f,y25-74,2008.02,922000,10.7
es,nsa,f,y25-74,2008.03,914000,10.6
es,nsa,f,y25-74,2008.04,921000,10.6
es,nsa,f,y25-74,2008.05,916000,10.5
es,nsa,f,y25-74,2008.06,919000,10.6
es,nsa,f,y25-74,2008.07,919000,10.6
es,nsa,f,y25-74,2008.08,955000,11
es,nsa,f,y25-74,2008.09,1016000,11.6
es,nsa,f,y25-74,2008.10,1130000,12.7
es,nsa,f,y25-74,2008.11,1229000,13.7
es,nsa,f,y25-74,2008.12,1286000,14.3
es,nsa,f,y25-74,2009.01,1396000,15.5
es,nsa,f,y25-74,2009.02,1466000,16.2
es,nsa,f,y25-74,2009.03,1512000,16.7
es,nsa,f,y25-74,2009.04,1514000,16.6
es,nsa,f,y25-74,2009.05,1493000,16.4
es,nsa,f,y25-74,2009.06,1458000,16.1
es,nsa,f,y25-74,2009.07,1414000,15.7
es,nsa,f,y25-74,2009.08,1431000,15.8
es,nsa,f,y25-74,2009.09,1472000,16.2
es,nsa,f,y25-74,2009.10,1550000,16.9
es,nsa,f,y25-74,2009.11,1602000,17.4
es,nsa,f,y25-74,2009.12,1610000,17.5
es,nsa,f,y25-74,2010.01,1675000,18.1
es,nsa,f,y25-74,2010.02,1707000,18.4
es,nsa,f,y25-74,2010.03,1730000,18.6
es,nsa,f,y25-74,2010.04,1743000,18.7
es,nsa,f,y25-74,2010.05,1729000,18.6
es,nsa,f,y25-74,2010.06,1715000,18.5
es,nsa,f,y25-74,2010.07,1682000,18.2
es,nsa,f,y25-74,2010.08,1703000,18.4
es,nsa,f,y25-74,2010.09,1728000,18.5
es,nsa,f,y25-74,2010.10,1770000,18.8
es,nsa,f,y25-74,2010.11,1792000,18.9
es,nsa,f,y25-74,2010.12,1776000,18.8
es,nsa,f,y_lt25,1983.01,507000,
es,nsa,f,y_lt25,1983.02,512000,
es,nsa,f,y_lt25,1983.03,493000,
es,nsa,f,y_lt25,1983.04,493000,
es,nsa,f,y_lt25,1983.05,480000,
es,nsa,f,y_lt25,1983.06,489000,
es,nsa,f,y_lt25,1983.07,504000,
es,nsa,f,y_lt25,1983.08,511000,
es,nsa,f,y_lt25,1983.09,523000,
es,nsa,f,y_lt25,1983.10,519000,
es,nsa,f,y_lt25,1983.11,512000,
es,nsa,f,y_lt25,1983.12,505000,
es,nsa,f,y_lt25,1984.01,525000,
es,nsa,f,y_lt25,1984.02,538000,
es,nsa,f,y_lt25,1984.03,537000,
es,nsa,f,y_lt25,1984.04,532000,
es,nsa,f,y_lt25,1984.05,524000,
es,nsa,f,y_lt25,1984.06,524000,
es,nsa,f,y_lt25,1984.07,535000,
es,nsa,f,y_lt25,1984.08,547000,
es,nsa,f,y_lt25,1984.09,569000,
es,nsa,f,y_lt25,1984.10,582000,
es,nsa,f,y_lt25,1984.11,581000,
es,nsa,f,y_lt25,1984.12,571000,
es,nsa,f,y_lt25,1985.01,570000,
es,nsa,f,y_lt25,1985.02,569000,
es,nsa,f,y_lt25,1985.03,570000,
es,nsa,f,y_lt25,1985.04,559000,
es,nsa,f,y_lt25,1985.05,554000,
es,nsa,f,y_lt25,1985.06,555000,
es,nsa,f,y_lt25,1985.07,563000,
es,nsa,f,y_lt25,1985.08,565000,
es,nsa,f,y_lt25,1985.09,579000,
es,nsa,f,y_lt25,1985.10,581000,
es,nsa,f,y_lt25,1985.11,582000,
es,nsa,f,y_lt25,1985.12,564000,
es,nsa,f,y_lt25,1986.01,567000,
es,nsa,f,y_lt25,1986.02,566000,
es,nsa,f,y_lt25,1986.03,569000,
es,nsa,f,y_lt25,1986.04,561000,48.7
es,nsa,f,y_lt25,1986.05,552000,48.3
es,nsa,f,y_lt25,1986.06,553000,48.4
es,nsa,f,y_lt25,1986.07,563000,47.9
es,nsa,f,y_lt25,1986.08,566000,48.1
es,nsa,f,y_lt25,1986.09,582000,48.8
es,nsa,f,y_lt25,1986.10,591000,49.2
es,nsa,f,y_lt25,1986.11,596000,49.4
es,nsa,f,y_lt25,1986.12,583000,48.9
es,nsa,f,y_lt25,1987.01,592000,48.2
es,nsa,f,y_lt25,1987.02,607000,48.8
es,nsa,f,y_lt25,1987.03,630000,49.8
es,nsa,f,y_lt25,1987.04,652000,48.2
es,nsa,f,y_lt25,1987.05,659000,48.5
es,nsa,f,y_lt25,1987.06,658000,48.5
es,nsa,f,y_lt25,1987.07,654000,47.2
es,nsa,f,y_lt25,1987.08,642000,46.7
es,nsa,f,y_lt25,1987.09,659000,47.4
es,nsa,f,y_lt25,1987.10,666000,48.5
es,nsa,f,y_lt25,1987.11,664000,48.4
es,nsa,f,y_lt25,1987.12,656000,48.1
es,nsa,f,y_lt25,1988.01,669000,48.7
es,nsa,f,y_lt25,1988.02,671000,48.7
es,nsa,f,y_lt25,1988.03,661000,48.4
es,nsa,f,y_lt25,1988.04,646000,47.3
es,nsa,f,y_lt25,1988.05,636000,46.9
es,nsa,f,y_lt25,1988.06,642000,47.1
es,nsa,f,y_lt25,1988.07,650000,45.4
es,nsa,f,y_lt25,1988.08,644000,45.1
es,nsa,f,y_lt25,1988.09,647000,45.2
es,nsa,f,y_lt25,1988.10,620000,45.7
es,nsa,f,y_lt25,1988.11,602000,45
es,nsa,f,y_lt25,1988.12,588000,44.4
es,nsa,f,y_lt25,1989.01,594000,44.8
es,nsa,f,y_lt25,1989.02,588000,44.6
es,nsa,f,y_lt25,1989.03,566000,43.6
es,nsa,f,y_lt25,1989.04,545000,42.1
es,nsa,f,y_lt25,1989.05,525000,41.2
es,nsa,f,y_lt25,1989.06,524000,41.1
es,nsa,f,y_lt25,1989.07,523000,40.4
es,nsa,f,y_lt25,1989.08,518000,40.1
es,nsa,f,y_lt25,1989.09,519000,40.1
es,nsa,f,y_lt25,1989.10,510000,40
es,nsa,f,y_lt25,1989.11,502000,39.6
es,nsa,f,y_lt25,1989.12,493000,39.1
es,nsa,f,y_lt25,1990.01,505000,40.1
es,nsa,f,y_lt25,1990.02,511000,40.4
es,nsa,f,y_lt25,1990.03,504000,40.1
es,nsa,f,y_lt25,1990.04,494000,38.6
es,nsa,f,y_lt25,1990.05,482000,38
es,nsa,f,y_lt25,1990.06,480000,37.9
es,nsa,f,y_lt25,1990.07,488000,38
es,nsa,f,y_lt25,1990.08,495000,38.3
es,nsa,f,y_lt25,1990.09,498000,38.5
es,nsa,f,y_lt25,1990.10,492000,38.6
es,nsa,f,y_lt25,1990.11,479000,38
es,nsa,f,y_lt25,1990.12,460000,37
es,nsa,f,y_lt25,1991.01,454000,37
es,nsa,f,y_lt25,1991.02,453000,37
es,nsa,f,y_lt25,1991.03,446000,36.7
es,nsa,f,y_lt25,1991.04,439000,36.1
es,nsa,f,y_lt25,1991.05,435000,35.9
es,nsa,f,y_lt25,1991.06,438000,36
es,nsa,f,y_lt25,1991.07,445000,36
es,nsa,f,y_lt25,1991.08,452000,36.4
es,nsa,f,y_lt25,1991.09,471000,37.3
es,nsa,f,y_lt25,1991.10,469000,38
es,nsa,f,y_lt25,1991.11,463000,37.7
es,nsa,f,y_lt25,1991.12,448000,36.9
es,nsa,f,y_lt25,1992.01,450000,37.6
es,nsa,f,y_lt25,1992.02,458000,38
es,nsa,f,y_lt25,1992.03,462000,38.2
es,nsa,f,y_lt25,1992.04,458000,38.9
es,nsa,f,y_lt25,1992.05,448000,38.4
es,nsa,f,y_lt25,1992.06,456000,38.7
es,nsa,f,y_lt25,1992.07,457000,38.2
es,nsa,f,y_lt25,1992.08,459000,38.4
es,nsa,f,y_lt25,1992.09,480000,39.4
es,nsa,f,y_lt25,1992.10,497000,42.4
es,nsa,f,y_lt25,1992.11,500000,42.6
es,nsa,f,y_lt25,1992.12,490000,42.1
es,nsa,f,y_lt25,1993.01,501000,44.3
es,nsa,f,y_lt25,1993.02,513000,44.9
es,nsa,f,y_lt25,1993.03,520000,45.2
es,nsa,f,y_lt25,1993.04,508000,44.8
es,nsa,f,y_lt25,1993.05,511000,44.9
es,nsa,f,y_lt25,1993.06,543000,46.5
es,nsa,f,y_lt25,1993.07,557000,47
es,nsa,f,y_lt25,1993.08,562000,47.2
es,nsa,f,y_lt25,1993.09,579000,47.9
es,nsa,f,y_lt25,1993.10,571000,47.7
es,nsa,f,y_lt25,1993.11,559000,47.2
es,nsa,f,y_lt25,1993.12,543000,46.5
es,nsa,f,y_lt25,1994.01,561000,48.5
es,nsa,f,y_lt25,1994.02,570000,48.9
es,nsa,f,y_lt25,1994.03,568000,48.8
es,nsa,f,y_lt25,1994.04,558000,48.6
es,nsa,f,y_lt25,1994.05,548000,48.2
es,nsa,f,y_lt25,1994.06,564000,48.9
es,nsa,f,y_lt25,1994.07,570000,48.9
es,nsa,f,y_lt25,1994.08,567000,48.8
es,nsa,f,y_lt25,1994.09,578000,49.3
es,nsa,f,y_lt25,1994.10,560000,49.3
es,nsa,f,y_lt25,1994.11,563000,49.4
es,nsa,f,y_lt25,1994.12,571000,49.8
es,nsa,f,y_lt25,1995.01,537000,47.7
es,nsa,f,y_lt25,1995.02,569000,49.2
es,nsa,f,y_lt25,1995.03,570000,49.2
es,nsa,f,y_lt25,1995.04,534000,47
es,nsa,f,y_lt25,1995.05,524000,46.5
es,nsa,f,y_lt25,1995.06,543000,47.4
es,nsa,f,y_lt25,1995.07,557000,47.6
es,nsa,f,y_lt25,1995.08,560000,47.8
es,nsa,f,y_lt25,1995.09,580000,48.7
es,nsa,f,y_lt25,1995.10,569000,48.8
es,nsa,f,y_lt25,1995.11,559000,48.4
es,nsa,f,y_lt25,1995.12,523000,46.7
es,nsa,f,y_lt25,1996.01,547000,48.7
es,nsa,f,y_lt25,1996.02,555000,49
es,nsa,f,y_lt25,1996.03,553000,48.9
es,nsa,f,y_lt25,1996.04,524000,47.4
es,nsa,f,y_lt25,1996.05,511000,46.7
es,nsa,f,y_lt25,1996.06,535000,47.5
es,nsa,f,y_lt25,1996.07,552000,47.8
es,nsa,f,y_lt25,1996.08,548000,47.4
es,nsa,f,y_lt25,1996.09,574000,48.4
es,nsa,f,y_lt25,1996.10,569000,48.2
es,nsa,f,y_lt25,1996.11,550000,47.3
es,nsa,f,y_lt25,1996.12,503000,45.1
es,nsa,f,y_lt25,1997.01,513000,45.6
es,nsa,f,y_lt25,1997.02,523000,46.1
es,nsa,f,y_lt25,1997.03,517000,45.8
es,nsa,f,y_lt25,1997.04,503000,45.3
es,nsa,f,y_lt25,1997.05,491000,44.5
es,nsa,f,y_lt25,1997.06,510000,45.1
es,nsa,f,y_lt25,1997.07,511000,44.6
es,nsa,f,y_lt25,1997.08,506000,44.1
es,nsa,f,y_lt25,1997.09,532000,45.4
es,nsa,f,y_lt25,1997.10,531000,45.7
es,nsa,f,y_lt25,1997.11,514000,45.2
es,nsa,f,y_lt25,1997.12,471000,43.2
es,nsa,f,y_lt25,1998.01,472000,43.5
es,nsa,f,y_lt25,1998.02,474000,43.7
es,nsa,f,y_lt25,1998.03,476000,43.8
es,nsa,f,y_lt25,1998.04,464000,43.1
es,nsa,f,y_lt25,1998.05,456000,42.3
es,nsa,f,y_lt25,1998.06,470000,42.5
es,nsa,f,y_lt25,1998.07,468000,41.7
es,nsa,f,y_lt25,1998.08,464000,41.1
es,nsa,f,y_lt25,1998.09,486000,42.4
es,nsa,f,y_lt25,1998.10,486000,43
es,nsa,f,y_lt25,1998.11,472000,42.4
es,nsa,f,y_lt25,1998.12,427000,39.8
es,nsa,f,y_lt25,1999.01,423000,39
es,nsa,f,y_lt25,1999.02,417000,38.3
es,nsa,f,y_lt25,1999.03,407000,37.7
es,nsa,f,y_lt25,1999.04,389000,36.8
es,nsa,f,y_lt25,1999.05,380000,36.2
es,nsa,f,y_lt25,1999.06,395000,36.7
es,nsa,f,y_lt25,1999.07,400000,36.3
es,nsa,f,y_lt25,1999.08,398000,35.7
es,nsa,f,y_lt25,1999.09,409000,36.2
es,nsa,f,y_lt25,1999.10,393000,35.3
es,nsa,f,y_lt25,1999.11,383000,34.8
es,nsa,f,y_lt25,1999.12,348000,32.8
es,nsa,f,y_lt25,2000.01,372000,34.4
es,nsa,f,y_lt25,2000.02,380000,34.9
es,nsa,f,y_lt25,2000.03,373000,34.2
es,nsa,f,y_lt25,2000.04,352000,32.5
es,nsa,f,y_lt25,2000.05,338000,31.3
es,nsa,f,y_lt25,2000.06,341000,31.2
es,nsa,f,y_lt25,2000.07,340000,30.9
es,nsa,f,y_lt25,2000.08,340000,30.9
es,nsa,f,y_lt25,2000.09,361000,32.5
es,nsa,f,y_lt25,2000.10,365000,33.2
es,nsa,f,y_lt25,2000.11,357000,33
es,nsa,f,y_lt25,2000.12,316000,30.5
es,nsa,f,y_lt25,2001.01,319000,30.7
es,nsa,f,y_lt25,2001.02,343000,32.3
es,nsa,f,y_lt25,2001.03,339000,31.9
es,nsa,f,y_lt25,2001.04,322000,30.8
es,nsa,f,y_lt25,2001.05,326000,30.9
es,nsa,f,y_lt25,2001.06,331000,30.9
es,nsa,f,y_lt25,2001.07,331000,30.5
es,nsa,f,y_lt25,2001.08,336000,30.7
es,nsa,f,y_lt25,2001.09,346000,31.5
es,nsa,f,y_lt25,2001.10,347000,32
es,nsa,f,y_lt25,2001.11,342000,32
es,nsa,f,y_lt25,2001.12,310000,30
es,nsa,f,y_lt25,2002.01,323000,30.8
es,nsa,f,y_lt25,2002.02,324000,31
es,nsa,f,y_lt25,2002.03,330000,31.5
es,nsa,f,y_lt25,2002.04,334000,32
es,nsa,f,y_lt25,2002.05,331000,31.7
es,nsa,f,y_lt25,2002.06,336000,31.7
es,nsa,f,y_lt25,2002.07,329000,30.5
es,nsa,f,y_lt25,2002.08,324000,29.9
es,nsa,f,y_lt25,2002.09,337000,30.9
es,nsa,f,y_lt25,2002.10,341000,31.7
es,nsa,f,y_lt25,2002.11,336000,31.8
es,nsa,f,y_lt25,2002.12,304000,30
es,nsa,f,y_lt25,2003.01,323000,31.4
es,nsa,f,y_lt25,2003.02,328000,31.8
es,nsa,f,y_lt25,2003.03,330000,31.8
es,nsa,f,y_lt25,2003.04,316000,30.6
es,nsa,f,y_lt25,2003.05,307000,29.7
es,nsa,f,y_lt25,2003.06,322000,30.2
es,nsa,f,y_lt25,2003.07,321000,29.7
es,nsa,f,y_lt25,2003.08,322000,29.7
es,nsa,f,y_lt25,2003.09,341000,31.2
es,nsa,f,y_lt25,2003.10,340000,31.8
es,nsa,f,y_lt25,2003.11,333000,31.8
es,nsa,f,y_lt25,2003.12,300000,29.8
es,nsa,f,y_lt25,2004.01,318000,31
es,nsa,f,y_lt25,2004.02,319000,31
es,nsa,f,y_lt25,2004.03,313000,30.5
es,nsa,f,y_lt25,2004.04,318000,30.7
es,nsa,f,y_lt25,2004.05,307000,29.7
es,nsa,f,y_lt25,2004.06,320000,30.1
es,nsa,f,y_lt25,2004.07,313000,29.2
es,nsa,f,y_lt25,2004.08,314000,29.2
es,nsa,f,y_lt25,2004.09,331000,30.6
es,nsa,f,y_lt25,2004.10,326000,31.2
es,nsa,f,y_lt25,2004.11,317000,30.8
es,nsa,f,y_lt25,2004.12,276000,27.6
es,nsa,f,y_lt25,2005.01,276000,26.8
es,nsa,f,y_lt25,2005.02,274000,26
es,nsa,f,y_lt25,2005.03,269000,25.2
es,nsa,f,y_lt25,2005.04,272000,25
es,nsa,f,y_lt25,2005.05,266000,24.1
es,nsa,f,y_lt25,2005.06,261000,23.3
es,nsa,f,y_lt25,2005.07,249000,21.9
es,nsa,f,y_lt25,2005.08,245000,21.5
es,nsa,f,y_lt25,2005.09,252000,22.1
es,nsa,f,y_lt25,2005.10,251000,22.7
es,nsa,f,y_lt25,2005.11,244000,22.6
es,nsa,f,y_lt25,2005.12,217000,20.7
es,nsa,f,y_lt25,2006.01,223000,20.9
es,nsa,f,y_lt25,2006.02,229000,21.2
es,nsa,f,y_lt25,2006.03,240000,21.9
es,nsa,f,y_lt25,2006.04,246000,22.2
es,nsa,f,y_lt25,2006.05,246000,22
es,nsa,f,y_lt25,2006.06,239000,21.3
es,nsa,f,y_lt25,2006.07,230000,20.4
es,nsa,f,y_lt25,2006.08,230000,20.4
es,nsa,f,y_lt25,2006.09,241000,21.4
es,nsa,f,y_lt25,2006.10,252000,22.7
es,nsa,f,y_lt25,2006.11,252000,23.2
es,nsa,f,y_lt25,2006.12,225000,21.6
es,nsa,f,y_lt25,2007.01,233000,22.5
es,nsa,f,y_lt25,2007.02,235000,22.8
es,nsa,f,y_lt25,2007.03,237000,22.9
es,nsa,f,y_lt25,2007.04,235000,22.6
es,nsa,f,y_lt25,2007.05,229000,21.7
es,nsa,f,y_lt25,2007.06,238000,21.8
es,nsa,f,y_lt25,2007.07,237000,21
es,nsa,f,y_lt25,2007.08,242000,21.2
es,nsa,f,y_lt25,2007.09,249000,21.9
es,nsa,f,y_lt25,2007.10,238000,21.9
es,nsa,f,y_lt25,2007.11,234000,22.2
es,nsa,f,y_lt25,2007.12,216000,21.1
es,nsa,f,y_lt25,2008.01,234000,22.7
es,nsa,f,y_lt25,2008.02,246000,23.7
es,nsa,f,y_lt25,2008.03,253000,24.3
es,nsa,f,y_lt25,2008.04,274000,25.8
es,nsa,f,y_lt25,2008.05,282000,26.2
es,nsa,f,y_lt25,2008.06,283000,25.7
es,nsa,f,y_lt25,2008.07,276000,24.5
es,nsa,f,y_lt25,2008.08,278000,24.5
es,nsa,f,y_lt25,2008.09,293000,25.9
es,nsa,f,y_lt25,2008.10,306000,27.7
es,nsa,f,y_lt25,2008.11,310000,29
es,nsa,f,y_lt25,2008.12,296000,29.1
es,nsa,f,y_lt25,2009.01,332000,32.6
es,nsa,f,y_lt25,2009.02,361000,35.4
es,nsa,f,y_lt25,2009.03,378000,37
es,nsa,f,y_lt25,2009.04,366000,36.4
es,nsa,f,y_lt25,2009.05,361000,36
es,nsa,f,y_lt25,2009.06,354000,35.4
es,nsa,f,y_lt25,2009.07,378000,36.5
es,nsa,f,y_lt25,2009.08,393000,37.5
es,nsa,f,y_lt25,2009.09,410000,39.1
es,nsa,f,y_lt25,2009.10,377000,38.1
es,nsa,f,y_lt25,2009.11,347000,36.9
es,nsa,f,y_lt25,2009.12,316000,35.1
es,nsa,f,y_lt25,2010.01,333000,36.3
es,nsa,f,y_lt25,2010.02,357000,38.1
es,nsa,f,y_lt25,2010.03,375000,39.6
es,nsa,f,y_lt25,2010.04,381000,40.7
es,nsa,f,y_lt25,2010.05,382000,40.8
es,nsa,f,y_lt25,2010.06,372000,39.7
es,nsa,f,y_lt25,2010.07,378000,39.1
es,nsa,f,y_lt25,2010.08,387000,39.4
es,nsa,f,y_lt25,2010.09,405000,41
es,nsa,f,y_lt25,2010.10,394000,41.5
es,nsa,f,y_lt25,2010.11,378000,41.4
es,nsa,f,y_lt25,2010.12,344000,39.6
es,nsa,m,y25-74,1983.01,678000,
es,nsa,m,y25-74,1983.02,680000,
es,nsa,m,y25-74,1983.03,686000,
es,nsa,m,y25-74,1983.04,683000,
es,nsa,m,y25-74,1983.05,678000,
es,nsa,m,y25-74,1983.06,677000,
es,nsa,m,y25-74,1983.07,678000,
es,nsa,m,y25-74,1983.08,690000,
es,nsa,m,y25-74,1983.09,692000,
es,nsa,m,y25-74,1983.10,710000,
es,nsa,m,y25-74,1983.11,731000,
es,nsa,m,y25-74,1983.12,771000,
es,nsa,m,y25-74,1984.01,819000,
es,nsa,m,y25-74,1984.02,835000,
es,nsa,m,y25-74,1984.03,839000,
es,nsa,m,y25-74,1984.04,848000,
es,nsa,m,y25-74,1984.05,839000,
es,nsa,m,y25-74,1984.06,834000,
es,nsa,m,y25-74,1984.07,831000,
es,nsa,m,y25-74,1984.08,848000,
es,nsa,m,y25-74,1984.09,865000,
es,nsa,m,y25-74,1984.10,900000,
es,nsa,m,y25-74,1984.11,913000,
es,nsa,m,y25-74,1984.12,930000,
es,nsa,m,y25-74,1985.01,927000,
es,nsa,m,y25-74,1985.02,955000,
es,nsa,m,y25-74,1985.03,966000,
es,nsa,m,y25-74,1985.04,980000,
es,nsa,m,y25-74,1985.05,977000,
es,nsa,m,y25-74,1985.06,964000,
es,nsa,m,y25-74,1985.07,947000,
es,nsa,m,y25-74,1985.08,940000,
es,nsa,m,y25-74,1985.09,929000,
es,nsa,m,y25-74,1985.10,928000,
es,nsa,m,y25-74,1985.11,938000,
es,nsa,m,y25-74,1985.12,947000,
es,nsa,m,y25-74,1986.01,966000,
es,nsa,m,y25-74,1986.02,958000,
es,nsa,m,y25-74,1986.03,951000,
es,nsa,m,y25-74,1986.04,946000,11.4
es,nsa,m,y25-74,1986.05,924000,11.2
es,nsa,m,y25-74,1986.06,903000,11
es,nsa,m,y25-74,1986.07,899000,10.9
es,nsa,m,y25-74,1986.08,899000,10.9
es,nsa,m,y25-74,1986.09,889000,10.7
es,nsa,m,y25-74,1986.10,878000,10.6
es,nsa,m,y25-74,1986.11,880000,10.6
es,nsa,m,y25-74,1986.12,897000,10.8
es,nsa,m,y25-74,1987.01,920000,11.1
es,nsa,m,y25-74,1987.02,899000,10.8
es,nsa,m,y25-74,1987.03,866000,10.5
es,nsa,m,y25-74,1987.04,819000,9.8
es,nsa,m,y25-74,1987.05,783000,9.4
es,nsa,m,y25-74,1987.06,766000,9.3
es,nsa,m,y25-74,1987.07,773000,9.3
es,nsa,m,y25-74,1987.08,776000,9.3
es,nsa,m,y25-74,1987.09,769000,9.2
es,nsa,m,y25-74,1987.10,755000,9
es,nsa,m,y25-74,1987.11,751000,9
es,nsa,m,y25-74,1987.12,763000,9.1
es,nsa,m,y25-74,1988.01,774000,9.3
es,nsa,m,y25-74,1988.02,760000,9.1
es,nsa,m,y25-74,1988.03,755000,9.1
es,nsa,m,y25-74,1988.04,740000,8.8
es,nsa,m,y25-74,1988.05,740000,8.8
es,nsa,m,y25-74,1988.06,722000,8.6
es,nsa,m,y25-74,1988.07,717000,8.6
es,nsa,m,y25-74,1988.08,715000,8.6
es,nsa,m,y25-74,1988.09,691000,8.3
es,nsa,m,y25-74,1988.10,677000,8
es,nsa,m,y25-74,1988.11,671000,8
es,nsa,m,y25-74,1988.12,694000,8.2
es,nsa,m,y25-74,1989.01,700000,8.2
es,nsa,m,y25-74,1989.02,694000,8.2
es,nsa,m,y25-74,1989.03,699000,8.2
es,nsa,m,y25-74,1989.04,688000,8
es,nsa,m,y25-74,1989.05,684000,8
es,nsa,m,y25-74,1989.06,656000,7.7
es,nsa,m,y25-74,1989.07,625000,7.2
es,nsa,m,y25-74,1989.08,621000,7.2
es,nsa,m,y25-74,1989.09,613000,7.1
es,nsa,m,y25-74,1989.10,638000,7.4
es,nsa,m,y25-74,1989.11,644000,7.4
es,nsa,m,y25-74,1989.12,658000,7.6
es,nsa,m,y25-74,1990.01,649000,7.4
es,nsa,m,y25-74,1990.02,636000,7.3
es,nsa,m,y25-74,1990.03,630000,7.2
es,nsa,m,y25-74,1990.04,638000,7.3
es,nsa,m,y25-74,1990.05,628000,7.2
es,nsa,m,y25-74,1990.06,604000,7
es,nsa,m,y25-74,1990.07,577000,6.6
es,nsa,m,y25-74,1990.08,573000,6.6
es,nsa,m,y25-74,1990.09,575000,6.6
es,nsa,m,y25-74,1990.10,596000,6.9
es,nsa,m,y25-74,1990.11,607000,7
es,nsa,m,y25-74,1990.12,620000,7.2
es,nsa,m,y25-74,1991.01,618000,7.1
es,nsa,m,y25-74,1991.02,619000,7.1
es,nsa,m,y25-74,1991.03,623000,7.2
es,nsa,m,y25-74,1991.04,625000,7.2
es,nsa,m,y25-74,1991.05,625000,7.2
es,nsa,m,y25-74,1991.06,629000,7.3
es,nsa,m,y25-74,1991.07,639000,7.4
es,nsa,m,y25-74,1991.08,648000,7.5
es,nsa,m,y25-74,1991.09,655000,7.5
es,nsa,m,y25-74,1991.10,678000,7.8
es,nsa,m,y25-74,1991.11,681000,7.9
es,nsa,m,y25-74,1991.12,695000,8
es,nsa,m,y25-74,1992.01,700000,8.2
es,nsa,m,y25-74,1992.02,705000,8.2
es,nsa,m,y25-74,1992.03,712000,8.3
es,nsa,m,y25-74,1992.04,720000,8.3
es,nsa,m,y25-74,1992.05,725000,8.4
es,nsa,m,y25-74,1992.06,732000,8.5
es,nsa,m,y25-74,1992.07,745000,8.6
es,nsa,m,y25-74,1992.08,765000,8.9
es,nsa,m,y25-74,1992.09,784000,9.1
es,nsa,m,y25-74,1992.10,812000,9.5
es,nsa,m,y25-74,1992.11,845000,9.9
es,nsa,m,y25-74,1992.12,889000,10.3
es,nsa,m,y25-74,1993.01,926000,10.8
es,nsa,m,y25-74,1993.02,954000,11.1
es,nsa,m,y25-74,1993.03,983000,11.4
es,nsa,m,y25-74,1993.04,986000,11.5
es,nsa,m,y25-74,1993.05,989000,11.5
es,nsa,m,y25-74,1993.06,1009000,11.7
es,nsa,m,y25-74,1993.07,1024000,11.9
es,nsa,m,y25-74,1993.08,1029000,11.9
es,nsa,m,y25-74,1993.09,1036000,12
es,nsa,m,y25-74,1993.10,1055000,12.3
