country_group,seasonality,sex,month,unemployment,unemployment_rate
eu,trend,f,2010.07,10526000,9.6
eu,trend,f,2010.08,10514000,9.6
eu,trend,f,2010.09,10577000,9.6
eu,trend,f,2010.10,10596000,9.6
eu,trend,f,2010.11,10583000,9.6
eu,trend,f,2010.12,10540000,9.6
eu,trend,m,2000.01,9968000,8
eu,trend,m,2000.02,9918000,7.9
eu,trend,m,2000.03,9900000,7.9
eu,trend,m,2000.04,9821000,7.9
eu,trend,m,2000.05,9775000,7.8
eu,trend,m,2000.06,9727000,7.8
eu,trend,m,2000.07,9684000,7.7
eu,trend,m,2000.08,9651000,7.7
eu,trend,m,2000.09,9628000,7.7
eu,trend,m,2000.10,9575000,7.6
eu,trend,m,2000.11,9558000,7.6
eu,trend,m,2000.12,9554000,7.6
eu,trend,m,2001.01,9551000,7.6
eu,trend,m,2001.02,9572000,7.6
eu,trend,m,2001.03,9586000,7.6
eu,trend,m,2001.04,9605000,7.7
eu,trend,m,2001.05,9652000,7.7
eu,trend,m,2001.06,9706000,7.7
eu,trend,m,2001.07,9752000,7.8
eu,trend,m,2001.08,9797000,7.8
eu,trend,m,2001.09,9855000,7.8
eu,trend,m,2001.10,9965000,7.9
eu,trend,m,2001.11,10041000,8
eu,trend,m,2001.12,10096000,8
eu,trend,m,2002.01,10138000,8.1
eu,trend,m,2002.02,10154000,8.1
eu,trend,m,2002.03,10194000,8.1
eu,trend,m,2002.04,10282000,8.2
eu,trend,m,2002.05,10366000,8.2
eu,trend,m,2002.06,10433000,8.3
eu,trend,m,2002.07,10464000,8.3
eu,trend,m,2002.08,10527000,8.4
eu,trend,m,2002.09,10582000,8.4
eu,trend,m,2002.10,10611000,8.4
eu,trend,m,2002.11,10648000,8.4
eu,trend,m,2002.12,10652000,8.5
eu,trend,m,2003.01,10636000,8.4
eu,trend,m,2003.02,10644000,8.4
eu,trend,m,2003.03,10644000,8.4
eu,trend,m,2003.04,10650000,8.4
eu,trend,m,2003.05,10646000,8.4
eu,trend,m,2003.06,10665000,8.4
eu,trend,m,2003.07,10644000,8.4
eu,trend,m,2003.08,10632000,8.4
eu,trend,m,2003.09,10620000,8.4
eu,trend,m,2003.10,10632000,8.4
eu,trend,m,2003.11,10651000,8.4
eu,trend,m,2003.12,10689000,8.4
eu,trend,m,2004.01,10745000,8.5
eu,trend,m,2004.02,10737000,8.5
eu,trend,m,2004.03,10776000,8.5
eu,trend,m,2004.04,10800000,8.5
eu,trend,m,2004.05,10823000,8.5
eu,trend,m,2004.06,10831000,8.5
eu,trend,m,2004.07,10835000,8.5
eu,trend,m,2004.08,10803000,8.5
eu,trend,m,2004.09,10828000,8.5
eu,trend,m,2004.10,10805000,8.4
eu,trend,m,2004.11,10823000,8.5
eu,trend,m,2004.12,10851000,8.5
eu,trend,m,2005.01,10761000,8.4
eu,trend,m,2005.02,10788000,8.4
eu,trend,m,2005.03,10908000,8.5
eu,trend,m,2005.04,10824000,8.4
eu,trend,m,2005.05,10801000,8.4
eu,trend,m,2005.06,10769000,8.4
eu,trend,m,2005.07,10646000,8.3
eu,trend,m,2005.08,10621000,8.3
eu,trend,m,2005.09,10576000,8.2
eu,trend,m,2005.10,10540000,8.2
eu,trend,m,2005.11,10486000,8.1
eu,trend,m,2005.12,10375000,8
eu,trend,m,2006.01,10342000,8
eu,trend,m,2006.02,10292000,8
eu,trend,m,2006.03,10221000,7.9
eu,trend,m,2006.04,10133000,7.8
eu,trend,m,2006.05,9976000,7.7
eu,trend,m,2006.06,9841000,7.6
eu,trend,m,2006.07,9742000,7.5
eu,trend,m,2006.08,9680000,7.5
eu,trend,m,2006.09,9593000,7.4
eu,trend,m,2006.10,9511000,7.3
eu,trend,m,2006.11,9378000,7.2
eu,trend,m,2006.12,9217000,7.1
eu,trend,m,2007.01,9016000,6.9
eu,trend,m,2007.02,8876000,6.8
eu,trend,m,2007.03,8739000,6.7
eu,trend,m,2007.04,8602000,6.6
eu,trend,m,2007.05,8631000,6.6
eu,trend,m,2007.06,8569000,6.6
eu,trend,m,2007.07,8654000,6.6
eu,trend,m,2007.08,8613000,6.6
eu,trend,m,2007.09,8540000,6.5
eu,trend,m,2007.10,8418000,6.4
eu,trend,m,2007.11,8349000,6.4
eu,trend,m,2007.12,8403000,6.4
eu,trend,m,2008.01,8258000,6.3
eu,trend,m,2008.02,8139000,6.2
eu,trend,m,2008.03,8118000,6.2
eu,trend,m,2008.04,8298000,6.3
eu,trend,m,2008.05,8418000,6.4
eu,trend,m,2008.06,8581000,6.5
eu,trend,m,2008.07,8671000,6.6
eu,trend,m,2008.08,8797000,6.7
eu,trend,m,2008.09,8948000,6.8
eu,trend,m,2008.10,9222000,7
eu,trend,m,2008.11,9479000,7.2
eu,trend,m,2008.12,9808000,7.5
eu,trend,m,2009.01,10248000,7.8
eu,trend,m,2009.02,10677000,8.1
eu,trend,m,2009.03,11227000,8.5
eu,trend,m,2009.04,11471000,8.7
eu,trend,m,2009.05,11726000,8.9
eu,trend,m,2009.06,11901000,9.1
eu,trend,m,2009.07,12115000,9.2
eu,trend,m,2009.08,12215000,9.3
eu,trend,m,2009.09,12431000,9.5
eu,trend,m,2009.10,12469000,9.5
eu,trend,m,2009.11,12554000,9.6
eu,trend,m,2009.12,12581000,9.6
eu,trend,m,2010.01,12697000,9.7
eu,trend,m,2010.02,12778000,9.8
eu,trend,m,2010.03,12755000,9.7
eu,trend,m,2010.04,12746000,9.7
eu,trend,m,2010.05,12700000,9.7
eu,trend,m,2010.06,12652000,9.6
eu,trend,m,2010.07,12592000,9.6
eu,trend,m,2010.08,12597000,9.6
eu,trend,m,2010.09,12573000,9.6
eu,trend,m,2010.10,12644000,9.6
eu,trend,m,2010.11,12599000,9.6
eu,trend,m,2010.12,12621000,9.6
