country,seasonality,sex,month,unemployment,unemployment_rate
be,trend,m,1993.05,153000,6.4
be,trend,m,1993.06,157000,6.5
be,trend,m,1993.07,162000,6.7
be,trend,m,1993.08,167000,6.9
be,trend,m,1993.09,171000,7.1
be,trend,m,1993.10,175000,7.2
be,trend,m,1993.11,179000,7.4
be,trend,m,1993.12,182000,7.5
be,trend,m,1994.01,185000,7.6
be,trend,m,1994.02,187000,7.7
be,trend,m,1994.03,189000,7.7
be,trend,m,1994.04,190000,7.8
be,trend,m,1994.05,191000,7.8
be,trend,m,1994.06,191000,7.8
be,trend,m,1994.07,190000,7.8
be,trend,m,1994.08,190000,7.8
be,trend,m,1994.09,190000,7.8
be,trend,m,1994.10,189000,7.7
be,trend,m,1994.11,188000,7.7
be,trend,m,1994.12,187000,7.6
be,trend,m,1995.01,186000,7.6
be,trend,m,1995.02,186000,7.6
be,trend,m,1995.03,185000,7.5
be,trend,m,1995.04,184000,7.5
be,trend,m,1995.05,184000,7.5
be,trend,m,1995.06,184000,7.5
be,trend,m,1995.07,185000,7.5
be,trend,m,1995.08,186000,7.6
be,trend,m,1995.09,187000,7.6
be,trend,m,1995.10,189000,7.7
be,trend,m,1995.11,190000,7.7
be,trend,m,1995.12,190000,7.7
be,trend,m,1996.01,191000,7.8
be,trend,m,1996.02,190000,7.7
be,trend,m,1996.03,188000,7.6
be,trend,m,1996.04,186000,7.6
be,trend,m,1996.05,184000,7.5
be,trend,m,1996.06,182000,7.4
be,trend,m,1996.07,179000,7.3
be,trend,m,1996.08,178000,7.3
be,trend,m,1996.09,177000,7.2
be,trend,m,1996.10,176000,7.2
be,trend,m,1996.11,176000,7.2
be,trend,m,1996.12,176000,7.2
be,trend,m,1997.01,175000,7.2
be,trend,m,1997.02,175000,7.2
be,trend,m,1997.03,175000,7.2
be,trend,m,1997.04,176000,7.2
be,trend,m,1997.05,177000,7.2
be,trend,m,1997.06,179000,7.3
be,trend,m,1997.07,180000,7.3
be,trend,m,1997.08,181000,7.4
be,trend,m,1997.09,182000,7.4
be,trend,m,1997.10,182000,7.4
be,trend,m,1997.11,183000,7.4
be,trend,m,1997.12,184000,7.5
be,trend,m,1998.01,185000,7.5
be,trend,m,1998.02,186000,7.6
be,trend,m,1998.03,187000,7.6
be,trend,m,1998.04,188000,7.6
be,trend,m,1998.05,188000,7.6
be,trend,m,1998.06,187000,7.6
be,trend,m,1998.07,188000,7.6
be,trend,m,1998.08,191000,7.7
be,trend,m,1998.09,192000,7.8
be,trend,m,1998.10,191000,7.7
be,trend,m,1998.11,190000,7.7
be,trend,m,1998.12,191000,7.7
be,trend,m,1999.01,192000,7.7
be,trend,m,1999.02,192000,7.7
be,trend,m,1999.03,191000,7.7
be,trend,m,1999.04,190000,7.6
be,trend,m,1999.05,187000,7.5
be,trend,m,1999.06,184000,7.4
be,trend,m,1999.07,179000,7.2
be,trend,m,1999.08,175000,7
be,trend,m,1999.09,169000,6.8
be,trend,m,1999.10,164000,6.6
be,trend,m,1999.11,160000,6.4
be,trend,m,1999.12,158000,6.3
be,trend,m,2000.01,155000,6.2
be,trend,m,2000.02,152000,6
be,trend,m,2000.03,147000,5.8
be,trend,m,2000.04,142000,5.6
be,trend,m,2000.05,138000,5.5
be,trend,m,2000.06,136000,5.4
be,trend,m,2000.07,137000,5.5
be,trend,m,2000.08,138000,5.5
be,trend,m,2000.09,137000,5.5
be,trend,m,2000.10,136000,5.4
be,trend,m,2000.11,135000,5.4
be,trend,m,2000.12,134000,5.4
be,trend,m,2001.01,135000,5.4
be,trend,m,2001.02,136000,5.5
be,trend,m,2001.03,138000,5.6
be,trend,m,2001.04,142000,5.7
be,trend,m,2001.05,144000,5.8
be,trend,m,2001.06,145000,5.8
be,trend,m,2001.07,145000,5.8
be,trend,m,2001.08,147000,5.8
be,trend,m,2001.09,150000,6
be,trend,m,2001.10,154000,6.2
be,trend,m,2001.11,155000,6.3
be,trend,m,2001.12,157000,6.3
be,trend,m,2002.01,157000,6.3
be,trend,m,2002.02,159000,6.3
be,trend,m,2002.03,160000,6.4
be,trend,m,2002.04,162000,6.5
be,trend,m,2002.05,163000,6.5
be,trend,m,2002.06,164000,6.6
be,trend,m,2002.07,166000,6.6
be,trend,m,2002.08,168000,6.7
be,trend,m,2002.09,172000,6.8
be,trend,m,2002.10,177000,7.1
be,trend,m,2002.11,182000,7.2
be,trend,m,2002.12,184000,7.4
be,trend,m,2003.01,185000,7.4
be,trend,m,2003.02,186000,7.5
be,trend,m,2003.03,188000,7.6
be,trend,m,2003.04,193000,7.7
be,trend,m,2003.05,195000,7.7
be,trend,m,2003.06,195000,7.7
be,trend,m,2003.07,194000,7.7
be,trend,m,2003.08,192000,7.7
be,trend,m,2003.09,192000,7.7
be,trend,m,2003.10,192000,7.6
be,trend,m,2003.11,192000,7.6
be,trend,m,2003.12,194000,7.6
be,trend,m,2004.01,194000,7.7
be,trend,m,2004.02,194000,7.6
be,trend,m,2004.03,191000,7.5
be,trend,m,2004.04,187000,7.4
be,trend,m,2004.05,185000,7.3
be,trend,m,2004.06,187000,7.3
be,trend,m,2004.07,192000,7.5
be,trend,m,2004.08,195000,7.6
be,trend,m,2004.09,195000,7.6
be,trend,m,2004.10,192000,7.6
be,trend,m,2004.11,191000,7.6
be,trend,m,2004.12,191000,7.5
be,trend,m,2005.01,192000,7.5
be,trend,m,2005.02,194000,7.5
be,trend,m,2005.03,195000,7.6
be,trend,m,2005.04,196000,7.6
be,trend,m,2005.05,196000,7.7
be,trend,m,2005.06,197000,7.7
be,trend,m,2005.07,198000,7.7
be,trend,m,2005.08,199000,7.7
be,trend,m,2005.09,199000,7.7
be,trend,m,2005.10,199000,7.7
be,trend,m,2005.11,199000,7.7
be,trend,m,2005.12,200000,7.7
be,trend,m,2006.01,199000,7.8
be,trend,m,2006.02,199000,7.8
be,trend,m,2006.03,199000,7.8
be,trend,m,2006.04,199000,7.8
be,trend,m,2006.05,197000,7.7
be,trend,m,2006.06,193000,7.5
be,trend,m,2006.07,187000,7.3
be,trend,m,2006.08,183000,7.2
be,trend,m,2006.09,184000,7.1
be,trend,m,2006.10,185000,7.1
be,trend,m,2006.11,185000,7
be,trend,m,2006.12,183000,6.9
be,trend,m,2007.01,181000,6.9
be,trend,m,2007.02,180000,6.9
be,trend,m,2007.03,179000,6.8
be,trend,m,2007.04,179000,6.8
be,trend,m,2007.05,178000,6.8
be,trend,m,2007.06,177000,6.8
be,trend,m,2007.07,177000,6.8
be,trend,m,2007.08,175000,6.7
be,trend,m,2007.09,173000,6.6
be,trend,m,2007.10,173000,6.6
be,trend,m,2007.11,172000,6.6
be,trend,m,2007.12,172000,6.6
be,trend,m,2008.01,171000,6.5
be,trend,m,2008.02,169000,6.4
be,trend,m,2008.03,167000,6.3
be,trend,m,2008.04,165000,6.3
be,trend,m,2008.05,164000,6.3
be,trend,m,2008.06,167000,6.4
be,trend,m,2008.07,176000,6.7
be,trend,m,2008.08,179000,6.8
be,trend,m,2008.09,178000,6.7
be,trend,m,2008.10,174000,6.6
be,trend,m,2008.11,172000,6.5
be,trend,m,2008.12,176000,6.7
be,trend,m,2009.01,183000,7
be,trend,m,2009.02,189000,7.2
be,trend,m,2009.03,194000,7.4
be,trend,m,2009.04,197000,7.5
be,trend,m,2009.05,199000,7.6
be,trend,m,2009.06,200000,7.6
be,trend,m,2009.07,200000,7.6
be,trend,m,2009.08,202000,7.7
be,trend,m,2009.09,207000,7.9
be,trend,m,2009.10,213000,8.1
be,trend,m,2009.11,219000,8.2
be,trend,m,2009.12,220000,8.3
be,trend,m,2010.01,219000,8.3
be,trend,m,2010.02,218000,8.2
be,trend,m,2010.03,218000,8.2
be,trend,m,2010.04,219000,8.2
be,trend,m,2010.05,219000,8.2
be,trend,m,2010.06,220000,8.2
be,trend,m,2010.07,222000,8.3
be,trend,m,2010.08,221000,8.3
be,trend,m,2010.09,219000,8.2
be,trend,m,2010.10,217000,8.1
be,trend,m,2010.11,215000,8.1
be,trend,m,2010.12,214000,8
bg,nsa,f,1995.01,184000,
bg,nsa,f,1995.02,182000,
bg,nsa,f,1995.03,177000,
bg,nsa,f,1995.04,170000,
bg,nsa,f,1995.05,161000,
bg,nsa,f,1995.06,154000,
bg,nsa,f,1995.07,155000,
bg,nsa,f,1995.08,156000,
bg,nsa,f,1995.09,155000,
bg,nsa,f,1995.10,153000,
bg,nsa,f,1995.11,155000,
bg,nsa,f,1995.12,159000,
bg,nsa,f,1996.01,164000,
bg,nsa,f,1996.02,164000,
bg,nsa,f,1996.03,162000,
bg,nsa,f,1996.04,158000,
bg,nsa,f,1996.05,151000,
bg,nsa,f,1996.06,144000,
bg,nsa,f,1996.07,146000,
bg,nsa,f,1996.08,152000,
bg,nsa,f,1996.09,153000,
bg,nsa,f,1996.10,158000,
bg,nsa,f,1996.11,167000,
bg,nsa,f,1996.12,177000,
bg,nsa,f,1997.01,185000,
bg,nsa,f,1997.02,192000,
bg,nsa,f,1997.03,199000,
bg,nsa,f,1997.04,206000,
bg,nsa,f,1997.05,207000,
bg,nsa,f,1997.06,200000,
bg,nsa,f,1997.07,197000,
bg,nsa,f,1997.08,198000,
bg,nsa,f,1997.09,195000,
bg,nsa,f,1997.10,192000,
bg,nsa,f,1997.11,192000,
bg,nsa,f,1997.12,194000,
bg,nsa,f,1998.01,197000,
bg,nsa,f,1998.02,198000,
bg,nsa,f,1998.03,194000,
bg,nsa,f,1998.04,186000,
bg,nsa,f,1998.05,175000,
bg,nsa,f,1998.06,164000,
bg,nsa,f,1998.07,158000,
bg,nsa,f,1998.08,155000,
bg,nsa,f,1998.09,154000,
bg,nsa,f,1998.10,156000,
bg,nsa,f,1998.11,163000,
bg,nsa,f,1998.12,170000,
bg,nsa,f,1999.01,175000,
bg,nsa,f,1999.02,180000,
bg,nsa,f,1999.03,182000,
bg,nsa,f,1999.04,182000,
bg,nsa,f,1999.05,180000,
bg,nsa,f,1999.06,177000,
bg,nsa,f,1999.07,178000,
bg,nsa,f,1999.08,185000,
bg,nsa,f,1999.09,195000,
bg,nsa,f,1999.10,203000,
bg,nsa,f,1999.11,212000,
bg,nsa,f,1999.12,219000,
bg,nsa,f,2000.01,226000,14.4
bg,nsa,f,2000.02,238000,15.1
bg,nsa,f,2000.03,248000,15.6
bg,nsa,f,2000.04,253000,15.9
bg,nsa,f,2000.05,254000,15.9
bg,nsa,f,2000.06,252000,15.8
bg,nsa,f,2000.07,256000,16.1
bg,nsa,f,2000.08,265000,16.5
bg,nsa,f,2000.09,269000,16.8
bg,nsa,f,2000.10,273000,17
bg,nsa,f,2000.11,278000,17.3
bg,nsa,f,2000.12,282000,17.5
bg,nsa,f,2001.01,291000,18
bg,nsa,f,2001.02,301000,18.5
bg,nsa,f,2001.03,306000,18.8
bg,nsa,f,2001.04,312000,19.1
bg,nsa,f,2001.05,311000,19.1
bg,nsa,f,2001.06,303000,18.7
bg,nsa,f,2001.07,300000,18.5
bg,nsa,f,2001.08,299000,18.5
bg,nsa,f,2001.09,295000,18.3
bg,nsa,f,2001.10,290000,18.3
bg,nsa,f,2001.11,293000,18.6
bg,nsa,f,2001.12,291000,18.7
bg,nsa,f,2002.01,298000,19.1
bg,nsa,f,2002.02,296000,19
bg,nsa,f,2002.03,288000,18.3
bg,nsa,f,2002.04,288000,18
bg,nsa,f,2002.05,280000,17.3
bg,nsa,f,2002.06,271000,16.8
bg,nsa,f,2002.07,270000,16.8
bg,nsa,f,2002.08,269000,16.8
bg,nsa,f,2002.09,264000,16.7
bg,nsa,f,2002.10,261000,16.8
bg,nsa,f,2002.11,248000,16.2
bg,nsa,f,2002.12,231000,15.4
bg,nsa,f,2003.01,235000,15.6
bg,nsa,f,2003.02,219000,14.7
bg,nsa,f,2003.03,212000,14.1
bg,nsa,f,2003.04,209000,13.6
bg,nsa,f,2003.05,205000,13.2
bg,nsa,f,2003.06,202000,12.9
bg,nsa,f,2003.07,201000,12.7
bg,nsa,f,2003.08,199000,12.6
bg,nsa,f,2003.09,194000,12.4
bg,nsa,f,2003.10,190000,12.4
bg,nsa,f,2003.11,189000,12.5
bg,nsa,f,2003.12,187000,12.5
bg,nsa,f,2004.01,194000,13.1
bg,nsa,f,2004.02,191000,12.9
bg,nsa,f,2004.03,189000,12.6
bg,nsa,f,2004.04,190000,12.2
bg,nsa,f,2004.05,184000,11.6
bg,nsa,f,2004.06,176000,11
bg,nsa,f,2004.07,168000,10.5
bg,nsa,f,2004.08,165000,10.3
bg,nsa,f,2004.09,164000,10.4
bg,nsa,f,2004.10,173000,11.1
bg,nsa,f,2004.11,173000,11.3
bg,nsa,f,2004.12,169000,11.2
bg,nsa,f,2005.01,169000,11.4
bg,nsa,f,2005.02,162000,10.9
bg,nsa,f,2005.03,156000,10.5
bg,nsa,f,2005.04,153000,10
bg,nsa,f,2005.05,149000,9.6
bg,nsa,f,2005.06,145000,9.2
bg,nsa,f,2005.07,145000,9.1
bg,nsa,f,2005.08,146000,9.2
bg,nsa,f,2005.09,145000,9.2
bg,nsa,f,2005.10,149000,9.6
bg,nsa,f,2005.11,150000,9.8
bg,nsa,f,2005.12,151000,9.9
bg,nsa,f,2006.01,154000,10.2
bg,nsa,f,2006.02,151000,9.9
bg,nsa,f,2006.03,147000,9.5
bg,nsa,f,2006.04,149000,9.3
bg,nsa,f,2006.05,148000,9.1
bg,nsa,f,2006.06,152000,9.2
bg,nsa,f,2006.07,159000,9.6
bg,nsa,f,2006.08,159000,9.6
bg,nsa,f,2006.09,152000,9.2
bg,nsa,f,2006.10,142000,8.7
bg,nsa,f,2006.11,140000,8.7
bg,nsa,f,2006.12,139000,8.7
bg,nsa,f,2007.01,142000,8.9
bg,nsa,f,2007.02,135000,8.5
bg,nsa,f,2007.03,125000,7.8
bg,nsa,f,2007.04,115000,7.1
bg,nsa,f,2007.05,110000,6.7
bg,nsa,f,2007.06,112000,6.8
bg,nsa,f,2007.07,121000,7.2
bg,nsa,f,2007.08,124000,7.4
bg,nsa,f,2007.09,120000,7.2
bg,nsa,f,2007.10,113000,6.8
bg,nsa,f,2007.11,108000,6.6
bg,nsa,f,2007.12,108000,6.6
bg,nsa,f,2008.01,113000,6.9
bg,nsa,f,2008.02,111000,6.7
bg,nsa,f,2008.03,106000,6.4
bg,nsa,f,2008.04,105000,6.3
bg,nsa,f,2008.05,101000,6
bg,nsa,f,2008.06,96000,5.7
bg,nsa,f,2008.07,93000,5.5
bg,nsa,f,2008.08,88000,5.3
bg,nsa,f,2008.09,84000,5
bg,nsa,f,2008.10,82000,5
bg,nsa,f,2008.11,82000,5
bg,nsa,f,2008.12,89000,5.4
bg,nsa,f,2009.01,96000,5.9
bg,nsa,f,2009.02,101000,6.2
bg,nsa,f,2009.03,104000,6.4
bg,nsa,f,2009.04,106000,6.5
bg,nsa,f,2009.05,105000,6.3
bg,nsa,f,2009.06,105000,6.4
bg,nsa,f,2009.07,106000,6.4
bg,nsa,f,2009.08,108000,6.5
bg,nsa,f,2009.09,109000,6.7
bg,nsa,f,2009.10,111000,6.9
bg,nsa,f,2009.11,118000,7.4
bg,nsa,f,2009.12,126000,8
bg,nsa,f,2010.01,142000,9
bg,nsa,f,2010.02,151000,9.6
bg,nsa,f,2010.03,153000,9.7
bg,nsa,f,2010.04,156000,9.8
bg,nsa,f,2010.05,151000,9.4
bg,nsa,f,2010.06,147000,9.1
bg,nsa,f,2010.07,145000,9
bg,nsa,f,2010.08,142000,8.8
bg,nsa,f,2010.09,139000,8.6
bg,nsa,f,2010.10,138000,8.7
bg,nsa,f,2010.11,142000,9.1
bg,nsa,f,2010.12,145000,9.4
bg,nsa,m,1995.01,207000,
bg,nsa,m,1995.02,205000,
bg,nsa,m,1995.03,201000,
bg,nsa,m,1995.04,195000,
bg,nsa,m,1995.05,185000,
bg,nsa,m,1995.06,172000,
bg,nsa,m,1995.07,168000,
bg,nsa,m,1995.08,167000,
bg,nsa,m,1995.09,162000,
bg,nsa,m,1995.10,161000,
bg,nsa,m,1995.11,163000,
bg,nsa,m,1995.12,168000,
bg,nsa,m,1996.01,175000,
bg,nsa,m,1996.02,178000,
bg,nsa,m,1996.03,177000,
bg,nsa,m,1996.04,176000,
bg,nsa,m,1996.05,169000,
bg,nsa,m,1996.06,160000,
bg,nsa,m,1996.07,158000,
bg,nsa,m,1996.08,159000,
bg,nsa,m,1996.09,160000,
bg,nsa,m,1996.10,167000,
bg,nsa,m,1996.11,181000,
bg,nsa,m,1996.12,191000,
bg,nsa,m,1997.01,203000,
bg,nsa,m,1997.02,213000,
bg,nsa,m,1997.03,223000,
bg,nsa,m,1997.04,239000,
bg,nsa,m,1997.05,243000,
bg,nsa,m,1997.06,232000,
bg,nsa,m,1997.07,226000,
bg,nsa,m,1997.08,223000,
bg,nsa,m,1997.09,216000,
bg,nsa,m,1997.10,210000,
bg,nsa,m,1997.11,208000,
bg,nsa,m,1997.12,210000,
bg,nsa,m,1998.01,218000,
bg,nsa,m,1998.02,227000,
bg,nsa,m,1998.03,222000,
bg,nsa,m,1998.04,211000,
bg,nsa,m,1998.05,197000,
bg,nsa,m,1998.06,183000,
bg,nsa,m,1998.07,173000,
bg,nsa,m,1998.08,167000,
bg,nsa,m,1998.09,162000,
bg,nsa,m,1998.10,164000,
bg,nsa,m,1998.11,173000,
bg,nsa,m,1998.12,182000,
bg,nsa,m,1999.01,194000,
bg,nsa,m,1999.02,205000,
bg,nsa,m,1999.03,208000,
bg,nsa,m,1999.04,208000,
bg,nsa,m,1999.05,208000,
bg,nsa,m,1999.06,203000,
bg,nsa,m,1999.07,202000,
bg,nsa,m,1999.08,207000,
bg,nsa,m,1999.09,215000,
bg,nsa,m,1999.10,223000,
bg,nsa,m,1999.11,236000,
bg,nsa,m,1999.12,248000,
bg,nsa,m,2000.01,264000,14.7
bg,nsa,m,2000.02,285000,15.7
bg,nsa,m,2000.03,299000,16.3
bg,nsa,m,2000.04,306000,16.7
bg,nsa,m,2000.05,307000,16.7
bg,nsa,m,2000.06,303000,16.5
bg,nsa,m,2000.07,302000,16.6
bg,nsa,m,2000.08,304000,16.8
bg,nsa,m,2000.09,305000,16.9
bg,nsa,m,2000.10,311000,17.2
bg,nsa,m,2000.11,320000,17.8
bg,nsa,m,2000.12,331000,18.4
bg,nsa,m,2001.01,352000,19.4
bg,nsa,m,2001.02,372000,20.4
bg,nsa,m,2001.03,380000,20.9
bg,nsa,m,2001.04,386000,21.3
bg,nsa,m,2001.05,385000,21.2
bg,nsa,m,2001.06,371000,20.5
bg,nsa,m,2001.07,358000,19.9
bg,nsa,m,2001.08,350000,19.4
bg,nsa,m,2001.09,343000,19.2
bg,nsa,m,2001.10,347000,19.6
bg,nsa,m,2001.11,358000,20.4
bg,nsa,m,2001.12,363000,20.7
bg,nsa,m,2002.01,376000,21.2
bg,nsa,m,2002.02,369000,20.8
bg,nsa,m,2002.03,352000,19.9
bg,nsa,m,2002.04,346000,19.3
bg,nsa,m,2002.05,340000,18.8
bg,nsa,m,2002.06,332000,18.3
bg,nsa,m,2002.07,333000,18.3
bg,nsa,m,2002.08,332000,18.3
bg,nsa,m,2002.09,329000,18.4
bg,nsa,m,2002.10,328000,18.6
bg,nsa,m,2002.11,311000,18
bg,nsa,m,2002.12,289000,17.1
bg,nsa,m,2003.01,298000,17.6
bg,nsa,m,2003.02,274000,16.2
bg,nsa,m,2003.03,261000,15.3
bg,nsa,m,2003.04,258000,14.8
bg,nsa,m,2003.05,254000,14.3
bg,nsa,m,2003.06,246000,13.7
bg,nsa,m,2003.07,236000,13.2
bg,nsa,m,2003.08,229000,12.8
bg,nsa,m,2003.09,222000,12.6
bg,nsa,m,2003.10,220000,12.7
bg,nsa,m,2003.11,224000,13
bg,nsa,m,2003.12,227000,13.3
bg,nsa,m,2004.01,243000,14.2
bg,nsa,m,2004.02,238000,13.9
bg,nsa,m,2004.03,232000,13.4
bg,nsa,m,2004.04,230000,13
bg,nsa,m,2004.05,223000,12.4
bg,nsa,m,2004.06,216000,11.9
bg,nsa,m,2004.07,208000,11.5
bg,nsa,m,2004.08,206000,11.4
bg,nsa,m,2004.09,208000,11.6
bg,nsa,m,2004.10,220000,12.3
bg,nsa,m,2004.11,222000,12.6
bg,nsa,m,2004.12,218000,12.5
bg,nsa,m,2005.01,212000,12.4
bg,nsa,m,2005.02,199000,11.7
bg,nsa,m,2005.03,191000,11.1
bg,nsa,m,2005.04,191000,10.9
bg,nsa,m,2005.05,184000,10.3
bg,nsa,m,2005.06,176000,9.8
bg,nsa,m,2005.07,169000,9.3
bg,nsa,m,2005.08,166000,9.1
bg,nsa,m,2005.09,169000,9.3
bg,nsa,m,2005.10,180000,10
bg,nsa,m,2005.11,179000,10.1
bg,nsa,m,2005.12,178000,10.2
bg,nsa,m,2006.01,175000,10.1
bg,nsa,m,2006.02,163000,9.5
bg,nsa,m,2006.03,156000,9
bg,nsa,m,2006.04,160000,8.9
bg,nsa,m,2006.05,159000,8.7
bg,nsa,m,2006.06,158000,8.6
bg,nsa,m,2006.07,158000,8.5
bg,nsa,m,2006.08,155000,8.4
bg,nsa,m,2006.09,149000,8.1
bg,nsa,m,2006.10,147000,8
bg,nsa,m,2006.11,147000,8
bg,nsa,m,2006.12,149000,8.2
bg,nsa,m,2007.01,147000,8.1
bg,nsa,m,2007.02,138000,7.7
bg,nsa,m,2007.03,130000,7.2
bg,nsa,m,2007.04,129000,7.1
bg,nsa,m,2007.05,125000,6.8
bg,nsa,m,2007.06,121000,6.5
bg,nsa,m,2007.07,119000,6.4
bg,nsa,m,2007.08,113000,6
bg,nsa,m,2007.09,108000,5.7
bg,nsa,m,2007.10,106000,5.6
bg,nsa,m,2007.11,102000,5.5
bg,nsa,m,2007.12,109000,5.8
bg,nsa,m,2008.01,120000,6.5
bg,nsa,m,2008.02,121000,6.5
bg,nsa,m,2008.03,115000,6.2
bg,nsa,m,2008.04,112000,5.9
bg,nsa,m,2008.05,106000,5.6
bg,nsa,m,2008.06,102000,5.3
bg,nsa,m,2008.07,101000,5.3
bg,nsa,m,2008.08,97000,5.1
bg,nsa,m,2008.09,93000,4.8
bg,nsa,m,2008.10,90000,4.7
bg,nsa,m,2008.11,89000,4.7
bg,nsa,m,2008.12,101000,5.4
bg,nsa,m,2009.01,115000,6.2
bg,nsa,m,2009.02,123000,6.7
bg,nsa,m,2009.03,127000,6.8
bg,nsa,m,2009.04,121000,6.5
bg,nsa,m,2009.05,115000,6.2
bg,nsa,m,2009.06,115000,6.2
bg,nsa,m,2009.07,122000,6.5
bg,nsa,m,2009.08,127000,6.8
bg,nsa,m,2009.09,132000,7.1
bg,nsa,m,2009.10,141000,7.6
bg,nsa,m,2009.11,154000,8.3
bg,nsa,m,2009.12,168000,9.2
bg,nsa,m,2010.01,184000,10.3
bg,nsa,m,2010.02,196000,11
bg,nsa,m,2010.03,198000,11.1
bg,nsa,m,2010.04,197000,10.9
bg,nsa,m,2010.05,190000,10.5
bg,nsa,m,2010.06,186000,10.2
bg,nsa,m,2010.07,187000,10.2
bg,nsa,m,2010.08,185000,10.1
bg,nsa,m,2010.09,184000,10.1
bg,nsa,m,2010.10,180000,10
bg,nsa,m,2010.11,182000,10.2
bg,nsa,m,2010.12,187000,10.7
bg,sa,f,1995.01,175000,
bg,sa,f,1995.02,172000,
bg,sa,f,1995.03,169000,
bg,sa,f,1995.04,166000,
bg,sa,f,1995.05,164000,
bg,sa,f,1995.06,162000,
bg,sa,f,1995.07,161000,
bg,sa,f,1995.08,160000,
bg,sa,f,1995.09,158000,
bg,sa,f,1995.10,157000,
bg,sa,f,1995.11,155000,
bg,sa,f,1995.12,156000,
bg,sa,f,1996.01,156000,
bg,sa,f,1996.02,156000,
bg,sa,f,1996.03,155000,
bg,sa,f,1996.04,153000,
bg,sa,f,1996.05,152000,
bg,sa,f,1996.06,151000,
bg,sa,f,1996.07,153000,
bg,sa,f,1996.08,156000,
bg,sa,f,1996.09,159000,
bg,sa,f,1996.10,163000,
bg,sa,f,1996.11,169000,
bg,sa,f,1996.12,174000,
bg,sa,f,1997.01,178000,
bg,sa,f,1997.02,182000,
bg,sa,f,1997.03,189000,
bg,sa,f,1997.04,198000,
bg,sa,f,1997.05,205000,
bg,sa,f,1997.06,206000,
bg,sa,f,1997.07,206000,
bg,sa,f,1997.08,205000,
bg,sa,f,1997.09,203000,
bg,sa,f,1997.10,200000,
bg,sa,f,1997.11,195000,
bg,sa,f,1997.12,192000,
bg,sa,f,1998.01,190000,
bg,sa,f,1998.02,188000,
bg,sa,f,1998.03,184000,
bg,sa,f,1998.04,178000,
bg,sa,f,1998.05,172000,
bg,sa,f,1998.06,169000,
bg,sa,f,1998.07,165000,
bg,sa,f,1998.08,163000,
bg,sa,f,1998.09,161000,
bg,sa,f,1998.10,162000,
bg,sa,f,1998.11,166000,
bg,sa,f,1998.12,168000,
bg,sa,f,1999.01,170000,
bg,sa,f,1999.02,171000,
bg,sa,f,1999.03,173000,
bg,sa,f,1999.04,175000,
bg,sa,f,1999.05,178000,
bg,sa,f,1999.06,181000,
bg,sa,f,1999.07,186000,
bg,sa,f,1999.08,193000,
bg,sa,f,1999.09,202000,
bg,sa,f,1999.10,209000,
bg,sa,f,1999.11,214000,
bg,sa,f,1999.12,218000,
bg,sa,f,2000.01,222000,14.2
bg,sa,f,2000.02,229000,14.6
bg,sa,f,2000.03,238000,15
bg,sa,f,2000.04,245000,15.4
bg,sa,f,2000.05,250000,15.7
bg,sa,f,2000.06,256000,16.1
bg,sa,f,2000.07,265000,16.5
bg,sa,f,2000.08,273000,17
bg,sa,f,2000.09,277000,17.2
bg,sa,f,2000.10,280000,17.4
bg,sa,f,2000.11,282000,17.5
bg,sa,f,2000.12,284000,17.6
bg,sa,f,2001.01,287000,17.8
bg,sa,f,2001.02,291000,18
bg,sa,f,2001.03,296000,18.3
bg,sa,f,2001.04,303000,18.6
bg,sa,f,2001.05,306000,18.8
bg,sa,f,2001.06,306000,18.9
bg,sa,f,2001.07,305000,18.9
bg,sa,f,2001.08,302000,18.8
bg,sa,f,2001.09,298000,18.6
bg,sa,f,2001.10,293000,18.5
bg,sa,f,2001.11,293000,18.5
bg,sa,f,2001.12,293000,18.5
bg,sa,f,2002.01,294000,18.5
bg,sa,f,2002.02,294000,18.4
bg,sa,f,2002.03,289000,18.2
bg,sa,f,2002.04,288000,18
bg,sa,f,2002.05,282000,17.7
bg,sa,f,2002.06,275000,17.4
bg,sa,f,2002.07,271000,17.3
bg,sa,f,2002.08,268000,17.2
bg,sa,f,2002.09,265000,17
bg,sa,f,2002.10,259000,16.7
bg,sa,f,2002.11,247000,15.9
bg,sa,f,2002.12,232000,15.1
bg,sa,f,2003.01,231000,14.9
bg,sa,f,2003.02,218000,14.1
bg,sa,f,2003.03,213000,13.9
bg,sa,f,2003.04,209000,13.7
bg,sa,f,2003.05,207000,13.6
bg,sa,f,2003.06,206000,13.4
bg,sa,f,2003.07,202000,13.2
bg,sa,f,2003.08,199000,13
bg,sa,f,2003.09,195000,12.7
bg,sa,f,2003.10,190000,12.4
bg,sa,f,2003.11,188000,12.3
bg,sa,f,2003.12,188000,12.2
bg,sa,f,2004.01,188000,12.3
bg,sa,f,2004.02,188000,12.3
bg,sa,f,2004.03,189000,12.3
bg,sa,f,2004.04,189000,12.2
bg,sa,f,2004.05,186000,12
bg,sa,f,2004.06,180000,11.5
bg,sa,f,2004.07,170000,10.9
bg,sa,f,2004.08,165000,10.7
bg,sa,f,2004.09,167000,10.7
bg,sa,f,2004.10,173000,11.1
bg,sa,f,2004.11,174000,11.1
bg,sa,f,2004.12,170000,10.9
bg,sa,f,2005.01,163000,10.6
bg,sa,f,2005.02,158000,10.4
bg,sa,f,2005.03,155000,10.2
bg,sa,f,2005.04,153000,10
