country,seasonality,month,unemployment,unemployment_rate
fi,nsa,2004.05,313000,11.6
fi,nsa,2004.06,241000,8.9
fi,nsa,2004.07,212000,7.8
fi,nsa,2004.08,209000,8
fi,nsa,2004.09,183000,7.2
fi,nsa,2004.10,203000,8
fi,nsa,2004.11,207000,8.1
fi,nsa,2004.12,195000,7.7
fi,nsa,2005.01,249000,9.8
fi,nsa,2005.02,237000,9.2
fi,nsa,2005.03,219000,8.5
fi,nsa,2005.04,260000,10
fi,nsa,2005.05,274000,10.2
fi,nsa,2005.06,239000,8.7
fi,nsa,2005.07,197000,7.3
fi,nsa,2005.08,188000,7.2
fi,nsa,2005.09,184000,7.1
fi,nsa,2005.10,185000,7.2
fi,nsa,2005.11,207000,8
fi,nsa,2005.12,198000,7.6
fi,nsa,2006.01,226000,8.7
fi,nsa,2006.02,219000,8.4
fi,nsa,2006.03,211000,8.1
fi,nsa,2006.04,225000,8.6
fi,nsa,2006.05,275000,10.1
fi,nsa,2006.06,225000,8.1
fi,nsa,2006.07,179000,6.6
fi,nsa,2006.08,185000,6.9
fi,nsa,2006.09,179000,6.8
fi,nsa,2006.10,187000,7.2
fi,nsa,2006.11,175000,6.7
fi,nsa,2006.12,168000,6.4
fi,nsa,2007.01,195000,7.6
fi,nsa,2007.02,197000,7.5
fi,nsa,2007.03,203000,7.7
fi,nsa,2007.04,191000,7.2
fi,nsa,2007.05,232000,8.5
fi,nsa,2007.06,209000,7.4
fi,nsa,2007.07,161000,5.9
fi,nsa,2007.08,162000,5.9
fi,nsa,2007.09,168000,6.4
fi,nsa,2007.10,164000,6.2
fi,nsa,2007.11,161000,6.1
fi,nsa,2007.12,158000,6
fi,nsa,2008.01,181000,6.8
fi,nsa,2008.02,168000,6.4
fi,nsa,2008.03,180000,6.8
fi,nsa,2008.04,165000,6.2
fi,nsa,2008.05,247000,8.8
fi,nsa,2008.06,195000,6.8
fi,nsa,2008.07,144000,5.2
fi,nsa,2008.08,151000,5.6
fi,nsa,2008.09,158000,5.9
fi,nsa,2008.10,155000,5.8
fi,nsa,2008.11,161000,6
fi,nsa,2008.12,161000,6.1
fi,nsa,2009.01,184000,7
fi,nsa,2009.02,201000,7.6
fi,nsa,2009.03,222000,8.3
fi,nsa,2009.04,233000,8.8
fi,nsa,2009.05,304000,10.9
fi,nsa,2009.06,255000,9.1
fi,nsa,2009.07,211000,7.7
fi,nsa,2009.08,203000,7.6
fi,nsa,2009.09,192000,7.3
fi,nsa,2009.10,215000,8.2
fi,nsa,2009.11,224000,8.5
fi,nsa,2009.12,206000,7.9
fi,nsa,2010.01,250000,9.5
fi,nsa,2010.02,242000,9.2
fi,nsa,2010.03,240000,9.1
fi,nsa,2010.04,248000,9.3
fi,nsa,2010.05,293000,10.5
fi,nsa,2010.06,248000,8.8
fi,nsa,2010.07,206000,7.5
fi,nsa,2010.08,197000,7.3
fi,nsa,2010.09,183000,7
fi,nsa,2010.10,195000,7.4
fi,nsa,2010.11,186000,7.1
fi,nsa,2010.12,204000,7.9
fi,sa,1988.01,120000,4.7
fi,sa,1988.02,118000,4.6
fi,sa,1988.03,115000,4.5
fi,sa,1988.04,113000,4.4
fi,sa,1988.05,111000,4.3
fi,sa,1988.06,109000,4.2
fi,sa,1988.07,107000,4.2
fi,sa,1988.08,105000,4.1
fi,sa,1988.09,103000,4
fi,sa,1988.10,100000,3.9
fi,sa,1988.11,97000,3.8
fi,sa,1988.12,94000,3.6
fi,sa,1989.01,90000,3.5
fi,sa,1989.02,87000,3.4
fi,sa,1989.03,85000,3.3
fi,sa,1989.04,83000,3.2
fi,sa,1989.05,81000,3.1
fi,sa,1989.06,79000,3.1
fi,sa,1989.07,79000,3.1
fi,sa,1989.08,79000,3
fi,sa,1989.09,78000,3
fi,sa,1989.10,77000,3
fi,sa,1989.11,76000,2.9
fi,sa,1989.12,75000,2.9
fi,sa,1990.01,75000,2.9
fi,sa,1990.02,75000,2.9
fi,sa,1990.03,75000,2.9
fi,sa,1990.04,75000,2.9
fi,sa,1990.05,76000,2.9
fi,sa,1990.06,77000,3
fi,sa,1990.07,80000,3.1
fi,sa,1990.08,82000,3.2
fi,sa,1990.09,86000,3.3
fi,sa,1990.10,91000,3.5
fi,sa,1990.11,96000,3.7
fi,sa,1990.12,102000,4
fi,sa,1991.01,110000,4.3
fi,sa,1991.02,118000,4.6
fi,sa,1991.03,128000,5
fi,sa,1991.04,139000,5.4
fi,sa,1991.05,150000,5.9
fi,sa,1991.06,162000,6.4
fi,sa,1991.07,174000,6.9
fi,sa,1991.08,187000,7.4
fi,sa,1991.09,199000,7.9
fi,sa,1991.10,210000,8.3
fi,sa,1991.11,220000,8.7
fi,sa,1991.12,231000,9.2
fi,sa,1992.01,241000,9.6
fi,sa,1992.02,249000,9.9
fi,sa,1992.03,257000,10.2
fi,sa,1992.04,264000,10.6
fi,sa,1992.05,273000,10.9
fi,sa,1992.06,283000,11.3
fi,sa,1992.07,293000,11.7
fi,sa,1992.08,303000,12.2
fi,sa,1992.09,313000,12.6
fi,sa,1992.10,322000,13
fi,sa,1992.11,331000,13.4
fi,sa,1992.12,339000,13.7
fi,sa,1993.01,347000,14.1
fi,sa,1993.02,356000,14.4
fi,sa,1993.03,381000,15.4
fi,sa,1993.04,390000,15.7
fi,sa,1993.05,397000,16
fi,sa,1993.06,404000,16.3
fi,sa,1993.07,411000,16.6
fi,sa,1993.08,417000,16.8
fi,sa,1993.09,422000,17.1
fi,sa,1993.10,427000,17.3
fi,sa,1993.11,430000,17.4
fi,sa,1993.12,433000,17.6
fi,sa,1994.01,435000,17.6
fi,sa,1994.02,436000,17.6
fi,sa,1994.03,434000,17.6
fi,sa,1994.04,431000,17.4
fi,sa,1994.05,426000,17.2
fi,sa,1994.06,419000,17
fi,sa,1994.07,411000,16.7
fi,sa,1994.08,404000,16.4
fi,sa,1994.09,398000,16.2
fi,sa,1994.10,392000,15.9
fi,sa,1994.11,387000,15.7
fi,sa,1994.12,382000,15.6
fi,sa,1995.01,378000,15.4
fi,sa,1995.02,374000,15.3
fi,sa,1995.03,370000,15.1
fi,sa,1995.04,368000,15
fi,sa,1995.05,368000,14.9
fi,sa,1995.06,369000,14.9
fi,sa,1995.07,371000,15
fi,sa,1995.08,373000,15
fi,sa,1995.09,375000,15.1
fi,sa,1995.10,377000,15.2
fi,sa,1995.11,380000,15.3
fi,sa,1995.12,382000,15.3
fi,sa,1996.01,382000,15.3
fi,sa,1996.02,381000,15.3
fi,sa,1996.03,379000,15.2
fi,sa,1996.04,378000,15.1
fi,sa,1996.05,376000,15
fi,sa,1996.06,375000,15
fi,sa,1996.07,374000,15
fi,sa,1996.08,372000,14.9
fi,sa,1996.09,369000,14.7
fi,sa,1996.10,364000,14.6
fi,sa,1996.11,359000,14.4
fi,sa,1996.12,352000,14.1
fi,sa,1997.01,344000,13.9
fi,sa,1997.02,337000,13.6
fi,sa,1997.03,330000,13.3
fi,sa,1997.04,324000,13
fi,sa,1997.05,318000,12.8
fi,sa,1997.06,313000,12.6
fi,sa,1997.07,309000,12.5
fi,sa,1997.08,305000,12.3
fi,sa,1997.09,302000,12.2
fi,sa,1997.10,300000,12.1
fi,sa,1997.11,298000,12
fi,sa,1997.12,297000,11.9
fi,sa,1998.01,296000,11.9
fi,sa,1998.02,294000,11.8
fi,sa,1998.03,293000,11.8
fi,sa,1998.04,292000,11.7
fi,sa,1998.05,291000,11.6
fi,sa,1998.06,289000,11.5
fi,sa,1998.07,286000,11.4
fi,sa,1998.08,282000,11.2
fi,sa,1998.09,279000,11.1
fi,sa,1998.10,276000,10.9
fi,sa,1998.11,274000,10.8
fi,sa,1998.12,272000,10.8
fi,sa,1999.01,271000,10.7
fi,sa,1999.02,269000,10.6
fi,sa,1999.03,267000,10.5
fi,sa,1999.04,265000,10.4
fi,sa,1999.05,263000,10.3
fi,sa,1999.06,261000,10.2
fi,sa,1999.07,260000,10.1
fi,sa,1999.08,258000,10.1
fi,sa,1999.09,258000,10.1
fi,sa,1999.10,258000,10
fi,sa,1999.11,257000,10
fi,sa,1999.12,257000,10
fi,sa,2000.01,256000,10
fi,sa,2000.02,255000,9.9
fi,sa,2000.03,253000,9.9
fi,sa,2000.04,250000,9.7
fi,sa,2000.05,248000,9.6
fi,sa,2000.06,246000,9.5
fi,sa,2000.07,245000,9.5
fi,sa,2000.08,245000,9.5
fi,sa,2000.09,245000,9.4
fi,sa,2000.10,244000,9.4
fi,sa,2000.11,243000,9.3
fi,sa,2000.12,241000,9.3
fi,sa,2001.01,240000,9.2
fi,sa,2001.02,239000,9.2
fi,sa,2001.03,239000,9.2
fi,sa,2001.04,238000,9.1
fi,sa,2001.05,237000,9.1
fi,sa,2001.06,237000,9.1
fi,sa,2001.07,237000,9.1
fi,sa,2001.08,237000,9.1
fi,sa,2001.09,238000,9.1
fi,sa,2001.10,238000,9.1
fi,sa,2001.11,238000,9.1
fi,sa,2001.12,238000,9.1
fi,sa,2002.01,238000,9.1
fi,sa,2002.02,238000,9.1
fi,sa,2002.03,238000,9.1
fi,sa,2002.04,239000,9.2
fi,sa,2002.05,240000,9.2
fi,sa,2002.06,239000,9.2
fi,sa,2002.07,238000,9.1
fi,sa,2002.08,238000,9.1
fi,sa,2002.09,237000,9.1
fi,sa,2002.10,236000,9
fi,sa,2002.11,235000,9
fi,sa,2002.12,235000,9
fi,sa,2003.01,237000,9.1
fi,sa,2003.02,238000,9.1
fi,sa,2003.03,239000,9.2
fi,sa,2003.04,239000,9.2
fi,sa,2003.05,239000,9.2
fi,sa,2003.06,238000,9.1
fi,sa,2003.07,236000,9.1
fi,sa,2003.08,234000,9
fi,sa,2003.09,233000,9
fi,sa,2003.10,232000,9
fi,sa,2003.11,232000,9
fi,sa,2003.12,232000,9
fi,sa,2004.01,232000,9
fi,sa,2004.02,232000,9
fi,sa,2004.03,233000,9
fi,sa,2004.04,233000,9
fi,sa,2004.05,233000,9
fi,sa,2004.06,231000,8.9
fi,sa,2004.07,229000,8.8
fi,sa,2004.08,228000,8.8
fi,sa,2004.09,226000,8.7
fi,sa,2004.10,225000,8.7
fi,sa,2004.11,225000,8.7
fi,sa,2004.12,226000,8.7
fi,sa,2005.01,226000,8.7
fi,sa,2005.02,225000,8.6
fi,sa,2005.03,223000,8.5
fi,sa,2005.04,221000,8.5
fi,sa,2005.05,219000,8.4
fi,sa,2005.06,218000,8.3
fi,sa,2005.07,217000,8.3
fi,sa,2005.08,215000,8.2
fi,sa,2005.09,214000,8.2
fi,sa,2005.10,214000,8.1
fi,sa,2005.11,214000,8.1
fi,sa,2005.12,214000,8.1
fi,sa,2006.01,213000,8
fi,sa,2006.02,211000,8
fi,sa,2006.03,209000,7.9
fi,sa,2006.04,208000,7.9
fi,sa,2006.05,207000,7.8
fi,sa,2006.06,205000,7.8
fi,sa,2006.07,204000,7.7
fi,sa,2006.08,203000,7.7
fi,sa,2006.09,201000,7.6
fi,sa,2006.10,199000,7.5
fi,sa,2006.11,196000,7.4
fi,sa,2006.12,193000,7.3
fi,sa,2007.01,191000,7.2
fi,sa,2007.02,189000,7.1
fi,sa,2007.03,188000,7
fi,sa,2007.04,186000,7
fi,sa,2007.05,185000,6.9
fi,sa,2007.06,185000,6.9
fi,sa,2007.07,185000,6.9
fi,sa,2007.08,184000,6.9
fi,sa,2007.09,183000,6.8
fi,sa,2007.10,181000,6.7
fi,sa,2007.11,178000,6.6
fi,sa,2007.12,175000,6.5
fi,sa,2008.01,172000,6.4
fi,sa,2008.02,170000,6.3
fi,sa,2008.03,168000,6.2
fi,sa,2008.04,168000,6.2
fi,sa,2008.05,169000,6.2
fi,sa,2008.06,170000,6.3
fi,sa,2008.07,172000,6.4
fi,sa,2008.08,174000,6.4
fi,sa,2008.09,176000,6.5
fi,sa,2008.10,179000,6.6
fi,sa,2008.11,182000,6.7
fi,sa,2008.12,186000,6.9
fi,sa,2009.01,192000,7.1
fi,sa,2009.02,199000,7.4
fi,sa,2009.03,207000,7.7
fi,sa,2009.04,215000,8
fi,sa,2009.05,221000,8.2
fi,sa,2009.06,225000,8.4
fi,sa,2009.07,228000,8.5
fi,sa,2009.08,229000,8.6
fi,sa,2009.09,230000,8.6
fi,sa,2009.10,232000,8.7
fi,sa,2009.11,233000,8.8
fi,sa,2009.12,234000,8.8
fi,sa,2010.01,234000,8.7
fi,sa,2010.02,233000,8.7
fi,sa,2010.03,232000,8.6
fi,sa,2010.04,230000,8.6
fi,sa,2010.05,227000,8.5
fi,sa,2010.06,225000,8.4
fi,sa,2010.07,224000,8.4
fi,sa,2010.08,221000,8.3
fi,sa,2010.09,218000,8.2
fi,sa,2010.10,216000,8.1
fi,sa,2010.11,215000,8.1
fi,sa,2010.12,214000,8.1
fi,trend,1988.01,120000,4.7
fi,trend,1988.02,118000,4.6
fi,trend,1988.03,115000,4.5
fi,trend,1988.04,113000,4.4
fi,trend,1988.05,111000,4.3
fi,trend,1988.06,109000,4.2
fi,trend,1988.07,107000,4.2
fi,trend,1988.08,105000,4.1
fi,trend,1988.09,103000,4
fi,trend,1988.10,100000,3.9
fi,trend,1988.11,97000,3.8
fi,trend,1988.12,94000,3.6
fi,trend,1989.01,90000,3.5
fi,trend,1989.02,87000,3.4
fi,trend,1989.03,85000,3.3
fi,trend,1989.04,83000,3.2
fi,trend,1989.05,81000,3.1
fi,trend,1989.06,79000,3.1
fi,trend,1989.07,79000,3.1
fi,trend,1989.08,79000,3
fi,trend,1989.09,78000,3
fi,trend,1989.10,77000,3
fi,trend,1989.11,76000,2.9
fi,trend,1989.12,75000,2.9
fi,trend,1990.01,75000,2.9
fi,trend,1990.02,75000,2.9
fi,trend,1990.03,75000,2.9
fi,trend,1990.04,75000,2.9
fi,trend,1990.05,76000,2.9
fi,trend,1990.06,77000,3
fi,trend,1990.07,80000,3.1
fi,trend,1990.08,82000,3.2
fi,trend,1990.09,86000,3.3
fi,trend,1990.10,91000,3.5
fi,trend,1990.11,96000,3.7
fi,trend,1990.12,102000,4
fi,trend,1991.01,110000,4.3
fi,trend,1991.02,118000,4.6
fi,trend,1991.03,128000,5
fi,trend,1991.04,139000,5.4
fi,trend,1991.05,150000,5.9
fi,trend,1991.06,162000,6.4
fi,trend,1991.07,174000,6.9
fi,trend,1991.08,187000,7.4
fi,trend,1991.09,199000,7.9
fi,trend,1991.10,210000,8.3
fi,trend,1991.11,220000,8.7
fi,trend,1991.12,231000,9.2
fi,trend,1992.01,241000,9.6
fi,trend,1992.02,249000,9.9
fi,trend,1992.03,257000,10.2
fi,trend,1992.04,264000,10.6
fi,trend,1992.05,273000,10.9
fi,trend,1992.06,283000,11.3
fi,trend,1992.07,293000,11.7
fi,trend,1992.08,303000,12.2
fi,trend,1992.09,313000,12.6
fi,trend,1992.10,322000,13
fi,trend,1992.11,331000,13.4
fi,trend,1992.12,339000,13.7
fi,trend,1993.01,347000,14.1
fi,trend,1993.02,356000,14.4
fi,trend,1993.03,381000,15.4
fi,trend,1993.04,390000,15.7
fi,trend,1993.05,397000,16
fi,trend,1993.06,404000,16.3
fi,trend,1993.07,411000,16.6
fi,trend,1993.08,417000,16.8
fi,trend,1993.09,422000,17.1
fi,trend,1993.10,427000,17.3
fi,trend,1993.11,430000,17.4
fi,trend,1993.12,433000,17.6
fi,trend,1994.01,435000,17.6
fi,trend,1994.02,436000,17.6
fi,trend,1994.03,434000,17.6
fi,trend,1994.04,431000,17.4
fi,trend,1994.05,426000,17.2
fi,trend,1994.06,419000,17
fi,trend,1994.07,411000,16.7
fi,trend,1994.08,404000,16.4
fi,trend,1994.09,398000,16.2
fi,trend,1994.10,392000,15.9
fi,trend,1994.11,387000,15.7
fi,trend,1994.12,382000,15.6
fi,trend,1995.01,378000,15.4
fi,trend,1995.02,374000,15.3
fi,trend,1995.03,370000,15.1
fi,trend,1995.04,368000,15
fi,trend,1995.05,368000,14.9
fi,trend,1995.06,369000,14.9
fi,trend,1995.07,371000,15
fi,trend,1995.08,373000,15
fi,trend,1995.09,375000,15.1
fi,trend,1995.10,377000,15.2
fi,trend,1995.11,380000,15.3
fi,trend,1995.12,382000,15.3
fi,trend,1996.01,382000,15.3
fi,trend,1996.02,381000,15.3
fi,trend,1996.03,379000,15.2
fi,trend,1996.04,378000,15.1
fi,trend,1996.05,376000,15
fi,trend,1996.06,375000,15
fi,trend,1996.07,374000,15
fi,trend,1996.08,372000,14.9
fi,trend,1996.09,369000,14.7
fi,trend,1996.10,364000,14.6
fi,trend,1996.11,359000,14.4
fi,trend,1996.12,352000,14.1
fi,trend,1997.01,344000,13.9
fi,trend,1997.02,337000,13.6
fi,trend,1997.03,330000,13.3
fi,trend,1997.04,324000,13
fi,trend,1997.05,318000,12.8
fi,trend,1997.06,313000,12.6
fi,trend,1997.07,309000,12.5
fi,trend,1997.08,305000,12.3
fi,trend,1997.09,302000,12.2
fi,trend,1997.10,300000,12.1
fi,trend,1997.11,298000,12
fi,trend,1997.12,297000,11.9
fi,trend,1998.01,296000,11.9
fi,trend,1998.02,294000,11.8
fi,trend,1998.03,293000,11.8
fi,trend,1998.04,292000,11.7
fi,trend,1998.05,291000,11.6
fi,trend,1998.06,289000,11.5
fi,trend,1998.07,286000,11.4
fi,trend,1998.08,282000,11.2
fi,trend,1998.09,279000,11.1
fi,trend,1998.10,276000,10.9
fi,trend,1998.11,274000,10.8
fi,trend,1998.12,272000,10.8
fi,trend,1999.01,271000,10.7
fi,trend,1999.02,269000,10.6
fi,trend,1999.03,267000,10.5
fi,trend,1999.04,265000,10.4
fi,trend,1999.05,263000,10.3
fi,trend,1999.06,261000,10.2
fi,trend,1999.07,260000,10.1
fi,trend,1999.08,258000,10.1
fi,trend,1999.09,258000,10.1
fi,trend,1999.10,258000,10
fi,trend,1999.11,257000,10
fi,trend,1999.12,257000,10
fi,trend,2000.01,256000,10
fi,trend,2000.02,255000,9.9
fi,trend,2000.03,253000,9.9
fi,trend,2000.04,250000,9.7
fi,trend,2000.05,248000,9.6
fi,trend,2000.06,246000,9.5
fi,trend,2000.07,245000,9.5
fi,trend,2000.08,245000,9.5
fi,trend,2000.09,245000,9.4
fi,trend,2000.10,244000,9.4
fi,trend,2000.11,243000,9.3
fi,trend,2000.12,241000,9.3
fi,trend,2001.01,240000,9.2
fi,trend,2001.02,239000,9.2
fi,trend,2001.03,239000,9.2
fi,trend,2001.04,238000,9.1
fi,trend,2001.05,237000,9.1
fi,trend,2001.06,237000,9.1
fi,trend,2001.07,237000,9.1
fi,trend,2001.08,237000,9.1
fi,trend,2001.09,238000,9.1
fi,trend,2001.10,238000,9.1
fi,trend,2001.11,238000,9.1
fi,trend,2001.12,238000,9.1
fi,trend,2002.01,238000,9.1
fi,trend,2002.02,238000,9.1
fi,trend,2002.03,238000,9.1
fi,trend,2002.04,239000,9.2
fi,trend,2002.05,240000,9.2
fi,trend,2002.06,239000,9.2
fi,trend,2002.07,238000,9.1
fi,trend,2002.08,238000,9.1
fi,trend,2002.09,237000,9.1
fi,trend,2002.10,236000,9
fi,trend,2002.11,235000,9
fi,trend,2002.12,235000,9
fi,trend,2003.01,237000,9.1
fi,trend,2003.02,238000,9.1
fi,trend,2003.03,239000,9.2
fi,trend,2003.04,239000,9.2
fi,trend,2003.05,239000,9.2
fi,trend,2003.06,238000,9.1
fi,trend,2003.07,236000,9.1
fi,trend,2003.08,234000,9
fi,trend,2003.09,233000,9
fi,trend,2003.10,232000,9
fi,trend,2003.11,232000,9
fi,trend,2003.12,232000,9
fi,trend,2004.01,232000,9
fi,trend,2004.02,232000,9
fi,trend,2004.03,233000,9
fi,trend,2004.04,233000,9
fi,trend,2004.05,233000,9
fi,trend,2004.06,231000,8.9
fi,trend,2004.07,229000,8.8
fi,trend,2004.08,228000,8.8
fi,trend,2004.09,226000,8.7
fi,trend,2004.10,225000,8.7
fi,trend,2004.11,225000,8.7
fi,trend,2004.12,226000,8.7
fi,trend,2005.01,226000,8.7
fi,trend,2005.02,225000,8.6
fi,trend,2005.03,223000,8.5
fi,trend,2005.04,221000,8.5
fi,trend,2005.05,219000,8.4
fi,trend,2005.06,218000,8.3
fi,trend,2005.07,217000,8.3
fi,trend,2005.08,215000,8.2
fi,trend,2005.09,214000,8.2
fi,trend,2005.10,214000,8.1
fi,trend,2005.11,214000,8.1
fi,trend,2005.12,214000,8.1
fi,trend,2006.01,213000,8
fi,trend,2006.02,211000,8
fi,trend,2006.03,209000,7.9
fi,trend,2006.04,208000,7.9
fi,trend,2006.05,207000,7.8
fi,trend,2006.06,205000,7.8
fi,trend,2006.07,204000,7.7
fi,trend,2006.08,203000,7.7
fi,trend,2006.09,201000,7.6
fi,trend,2006.10,199000,7.5
fi,trend,2006.11,196000,7.4
fi,trend,2006.12,193000,7.3
fi,trend,2007.01,191000,7.2
fi,trend,2007.02,189000,7.1
fi,trend,2007.03,188000,7
fi,trend,2007.04,186000,7
fi,trend,2007.05,185000,6.9
fi,trend,2007.06,185000,6.9
fi,trend,2007.07,185000,6.9
fi,trend,2007.08,184000,6.9
fi,trend,2007.09,183000,6.8
fi,trend,2007.10,181000,6.7
fi,trend,2007.11,178000,6.6
fi,trend,2007.12,175000,6.5
fi,trend,2008.01,172000,6.4
fi,trend,2008.02,170000,6.3
fi,trend,2008.03,168000,6.2
fi,trend,2008.04,168000,6.2
fi,trend,2008.05,169000,6.2
fi,trend,2008.06,170000,6.3
fi,trend,2008.07,172000,6.4
fi,trend,2008.08,174000,6.4
fi,trend,2008.09,176000,6.5
fi,trend,2008.10,179000,6.6
fi,trend,2008.11,182000,6.7
fi,trend,2008.12,186000,6.9
fi,trend,2009.01,192000,7.1
fi,trend,2009.02,199000,7.4
fi,trend,2009.03,207000,7.7
fi,trend,2009.04,215000,8
fi,trend,2009.05,221000,8.2
fi,trend,2009.06,225000,8.4
fi,trend,2009.07,228000,8.5
fi,trend,2009.08,229000,8.6
fi,trend,2009.09,230000,8.6
fi,trend,2009.10,232000,8.7
fi,trend,2009.11,233000,8.8
fi,trend,2009.12,234000,8.8
fi,trend,2010.01,234000,8.7
fi,trend,2010.02,233000,8.7
fi,trend,2010.03,232000,8.6
fi,trend,2010.04,230000,8.6
fi,trend,2010.05,227000,8.5
fi,trend,2010.06,225000,8.4
fi,trend,2010.07,224000,8.4
fi,trend,2010.08,221000,8.3
fi,trend,2010.09,218000,8.2
fi,trend,2010.10,216000,8.1
fi,trend,2010.11,215000,8.1
fi,trend,2010.12,214000,8.1
fr,nsa,1983.01,1834000,7.8
fr,nsa,1983.02,1807000,7.7
fr,nsa,1983.03,1754000,7.4
fr,nsa,1983.04,1705000,7.2
fr,nsa,1983.05,1680000,7.1
fr,nsa,1983.06,1670000,7.1
fr,nsa,1983.07,1687000,7
fr,nsa,1983.08,1742000,7.2
fr,nsa,1983.09,1862000,7.7
fr,nsa,1983.10,2005000,8.4
fr,nsa,1983.11,2080000,8.7
fr,nsa,1983.12,2113000,8.8
fr,nsa,1984.01,2143000,9
fr,nsa,1984.02,2168000,9.1
fr,nsa,1984.03,2169000,9.1
fr,nsa,1984.04,2152000,8.9
fr,nsa,1984.05,2109000,8.8
fr,nsa,1984.06,2072000,8.6
fr,nsa,1984.07,2088000,8.6
fr,nsa,1984.08,2137000,8.7
fr,nsa,1984.09,2267000,9.2
fr,nsa,1984.10,2401000,9.9
fr,nsa,1984.11,2438000,10
fr,nsa,1984.12,2439000,10
fr,nsa,1985.01,2434000,10.1
fr,nsa,1985.02,2399000,9.9
fr,nsa,1985.03,2338000,9.7
fr,nsa,1985.04,2274000,9.4
fr,nsa,1985.05,2217000,9.2
fr,nsa,1985.06,2179000,9
fr,nsa,1985.07,2183000,8.9
fr,nsa,1985.08,2236000,9.1
fr,nsa,1985.09,2346000,9.5
fr,nsa,1985.10,2442000,10
fr,nsa,1985.11,2459000,10
fr,nsa,1985.12,2446000,10
fr,nsa,1986.01,2431000,10
fr,nsa,1986.02,2399000,9.9
fr,nsa,1986.03,2359000,9.7
fr,nsa,1986.04,2322000,9.5
fr,nsa,1986.05,2277000,9.3
fr,nsa,1986.06,2235000,9.2
fr,nsa,1986.07,2238000,9.1
fr,nsa,1986.08,2300000,9.3
fr,nsa,1986.09,2410000,9.7
fr,nsa,1986.10,2498000,10.2
fr,nsa,1986.11,2512000,10.2
fr,nsa,1986.12,2510000,10.2
fr,nsa,1987.01,2517000,10.3
fr,nsa,1987.02,2504000,10.3
fr,nsa,1987.03,2476000,10.2
fr,nsa,1987.04,2423000,9.9
fr,nsa,1987.05,2347000,9.6
fr,nsa,1987.06,2283000,9.4
fr,nsa,1987.07,2269000,9.2
fr,nsa,1987.08,2325000,9.4
fr,nsa,1987.09,2415000,9.7
fr,nsa,1987.10,2472000,10.1
fr,nsa,1987.11,2466000,10
fr,nsa,1987.12,2449000,10
fr,nsa,1988.01,2442000,10
fr,nsa,1988.02,2409000,9.9
fr,nsa,1988.03,2339000,9.6
fr,nsa,1988.04,2262000,9.3
fr,nsa,1988.05,2202000,9
fr,nsa,1988.06,2161000,8.9
fr,nsa,1988.07,2174000,8.8
fr,nsa,1988.08,2239000,9
fr,nsa,1988.09,2310000,9.3
fr,nsa,1988.10,2350000,9.5
fr,nsa,1988.11,2333000,9.5
fr,nsa,1988.12,2317000,9.4
fr,nsa,1989.01,2317000,9.5
fr,nsa,1989.02,2278000,9.3
fr,nsa,1989.03,2222000,9.1
fr,nsa,1989.04,2169000,8.8
fr,nsa,1989.05,2104000,8.6
fr,nsa,1989.06,2051000,8.4
fr,nsa,1989.07,2060000,8.3
fr,nsa,1989.08,2120000,8.5
fr,nsa,1989.09,2185000,8.7
fr,nsa,1989.10,2219000,9
fr,nsa,1989.11,2208000,8.9
fr,nsa,1989.12,2194000,8.9
fr,nsa,1990.01,2185000,8.9
fr,nsa,1990.02,2157000,8.8
fr,nsa,1990.03,2119000,8.7
fr,nsa,1990.04,2062000,8.4
fr,nsa,1990.05,1992000,8.1
fr,nsa,1990.06,1957000,8
fr,nsa,1990.07,1975000,7.9
fr,nsa,1990.08,2033000,8.1
fr,nsa,1990.09,2096000,8.4
fr,nsa,1990.10,2140000,8.6
fr,nsa,1990.11,2146000,8.7
fr,nsa,1990.12,2149000,8.7
fr,nsa,1991.01,2156000,8.7
fr,nsa,1991.02,2150000,8.7
fr,nsa,1991.03,2137000,8.7
fr,nsa,1991.04,2107000,8.5
fr,nsa,1991.05,2080000,8.4
fr,nsa,1991.06,2077000,8.4
fr,nsa,1991.07,2132000,8.5
fr,nsa,1991.08,2225000,8.8
fr,nsa,1991.09,2305000,9.1
fr,nsa,1991.10,2363000,9.5
fr,nsa,1991.11,2387000,9.5
fr,nsa,1991.12,2406000,9.6
fr,nsa,1992.01,2429000,9.8
fr,nsa,1992.02,2426000,9.8
fr,nsa,1992.03,2389000,9.6
fr,nsa,1992.04,2347000,9.4
fr,nsa,1992.05,2313000,9.3
fr,nsa,1992.06,2296000,9.2
fr,nsa,1992.07,2339000,9.3
fr,nsa,1992.08,2421000,9.6
fr,nsa,1992.09,2503000,9.9
fr,nsa,1992.10,2574000,10.3
fr,nsa,1992.11,2615000,10.4
fr,nsa,1992.12,2656000,10.6
fr,nsa,1993.01,2690000,10.8
fr,nsa,1993.02,2695000,10.8
fr,nsa,1993.03,2684000,10.8
fr,nsa,1993.04,2658000,10.6
fr,nsa,1993.05,2625000,10.5
fr,nsa,1993.06,2617000,10.5
fr,nsa,1993.07,2679000,10.6
fr,nsa,1993.08,2779000,10.9
fr,nsa,1993.09,2881000,11.3
fr,nsa,1993.10,2970000,11.8
fr,nsa,1993.11,3006000,11.9
fr,nsa,1993.12,3027000,12
fr,nsa,1994.01,3047000,12.2
fr,nsa,1994.02,3033000,12.1
fr,nsa,1994.03,2991000,12
fr,nsa,1994.04,2925000,11.6
