access,addr.source:housenumber,addr:city,addr:country,addr:floor,addr:housename,addr:housenumber,addr:place,addr:postcode,addr:state,addr:street,addr:unit,address,alt_name,alt_name_1,amenity,atm,atm:operator,building,building:levels,building:material,capacity,construction,contact:email,contact:facebook,contact:google_plus,contact:instagram,contact:phone,contact:website,cuisine,delivery,description,designation,diet:halal,diet:vegan,diet:vegetarian,disused,drive_in,drive_through,ele,email,ethnicity,fax,fixme,food,gnis:county_id,gnis:created,gnis:edited,gnis:feature_id,gnis:state_id,happy_hour,inside_atm,internet_access,internet_access:fee,lat,layer,live_music,lon,microbrewery,name,name:en,name:zh,note,old_name,opening_hours,operator,outdoor_seating,payment:bitcoin,payment:discover_card,payment:litecoin,payment:mastercard,payment:visa,phone,pizza,postal_code,pupuseria,shop,smoking,takeaway,taqueria,toilets:wheelchair,type,url,website,wheelchair,wheelchair:description,wifi,wikipedia,wpt_description,yelp
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7878494,,,-122.4203205,,Sliders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,1150,,94109,CA,Polk Street,,,,,restaurant,,,,,,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,37.7873905,,,-122.4199021,,Wing Lum,,,,,,,,,,,,,415-771-6888,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,37.7885606,,,-122.4170536,,Colombini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7892437,,,-122.4205513,,Chai-Yo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,1348,,94109,CA,Polk Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7894384,,,-122.4203261,,Piccadily Fish & Chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,burger,,,,,,,,,,,,,,,,,,,,,,,,,37.7894622,,,-122.4209333,,Grubstake,,,,,,,,,,,,,+1 (415) 673 8268,,,,,,,,,,,http://sfgrubstake.com,,,,,,
,,San Francisco,US,,,1303,,,CA,Polk Street,,,,,restaurant,,,,,,,,,,,,,,moroccan,,,,,,,,,,,,,,,,,,,,,,,,,37.7888791,,,-122.4204762,,Aicha,,,,,,,,,,,,,415-345-9947,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,1507,,,CA,Polk Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7907793,,,-122.420879,,Ti Piacera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,1515,,94109,CA,Polk Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7908756,,,-122.4209036,,Nara Sushi,,,,,,,,,,,,,415-567-1515,,,,,,,,,,,http://www.sfnarasushi.com,,,,,,http://www.yelp.com/biz/nara-sushi-san-francisco?nb=1
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7909693,,,-122.4209185,,Swan Oyster Depot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,37.7899008,,,-122.42068,,Victor's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,greek,,,,,,,,,,,,,,,,,,,,,,,,,37.7900322,,,-122.4207122,,Mycanos,,,,,,,,,,,,,415-775-7949,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7903925,,,-122.4208034,,Crustacean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,1441,,,CA,Polk Street,,,,,restaurant,,,,,,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,37.7901339,,,-122.4207176,,Bamboo,,,,,,,,,,,,,415-775-3679,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,37.7898287,,,-122.4204279,,Pho Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,37.7899304,,,-122.420444,,Darbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,37.7898499,,,-122.4206746,,Shalimar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,mediterranean,,,,,,,,,,,,,,,,,,,,,,,,,37.7917368,,,-122.4210735,,Dunya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7920718,,,-122.4211697,,Pancho's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,37.7921333,,,-122.4211939,,Indian Roma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,1608,,,CA,Polk Street,,,,,restaurant,,,,,,,,,,,,,,burmese,,,,,,,,,,,,,,,,,,,,,,,,,37.7916997,,,-122.4207897,,Rangoon Ruby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,latin american,,,,,,,,,,,,,,,,,,,,,,,,,37.7298708,,,-122.4349091,,SantaNeca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,352,,,,Bush Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7904629,,,-122.4054464,,Café de la Presse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,sandwich,,,,,,,,,,,,,,,,,,,,,,,,,37.7822232,,,-122.3928787,,American Grilled Cheese Kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7925398,,,-122.3931845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,37.7815576,,,-122.4926164,,Tsing Tao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,801,,94103,CA,Mission Street,,,,,restaurant,,,,,,,,,,,,,,american,no,,,,,,,,no,,,,,,,,,,,,,,,,37.7841426,,,-122.4044488,,Mel's Drive-In,,,,,,,no,,,,,,+1-415-227-0793,,,,,no,yes,,,,,http://www.melsdrive-in.com/,yes,,,,,
,,,,,,532,,,,Jones Street,,,,,restaurant,,,,,,,,,,,,,,pakistani;indian,,,,,,,,,,,,,,,,,,,,,,,,,37.7862553,,,-122.4129259,,Shalimar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,155A,,94107,CA,South Park,,,,,restaurant,,,,,,,,,,,,,,french,,,,,,,,,,,Joel@butlerandthechef.com,,+1 415 896 2174,,,,,,,,,,,,37.7810053,,,-122.3943343,,The Butler and the Chef Bistro,,,,,,,,,,,,,+1 415 896 2075,,,,,,,,,,,www.butlerandthechef.com,,,,,,
,,,,,,521A,,94107,,3rd Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7810244,,,-122.3952293,,HRD Coffee Shop,,,,,Mo-Fr 08:30-15:00; Sa 08:30-14:00,,,,,,,,+1 415 369 0900,,,,,,,,,,,http://www.hrdcoffeeshop.com/,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7607063,,,-122.5054472,,Golden Gate Pizza & Indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7603582,,,-122.5050274,,Wo's Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7602968,,,-122.5057435,,Thai Cottage Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7602883,,,-122.5060654,,Thanh Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7603519,,,-122.5051427,,Celia's Mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,4001,,94122,,Judah Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7603503,,,-122.5050056,,Outerlands,,,,,,,,,,,,,415-661-6140,,,,,,,,,,,outerlandssf.com,,,,,,
,,,,,,699,,,,Chenery Street,,,,,restaurant,,,,,,,,,,,,,,french,no,,,,,,,,,,,,,,,,,,,,,,,,37.7343968,,,-122.4337918,,Le P'tit Laurent,,,,,Su-Th 17:30-21:30; Fr-Sa 17:30-22:30,,,,,,,,4153343235,,,,,,,,,,,http://leptitlaurent.net,,,,,,
,,,,,,901,,94117,,Cole Street,,,,,restaurant,,,,,,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,37.7657096,,,-122.4500547,,Padrecito,,,,,,,,,,,,,,,,,,,,,,,,http://www.padrecitosf.com/,,,,,,
,,,,,,86,,94117,,Carl Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7659452,,,-122.4496677,,Burger Meister,,,,,,,,,,,,,+1 (415) 566-1274,,,,,,,,,,,http://www.burgermeistersf.com,,,,,,
,,,,,,1793,,,,Church Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7423269,,,-122.4264132,,Pomelo,,,,,"Mo-Su 5:30pm-, Sa-Su 10am-2:30pm",,,,,,,,415-285-2257,,,,,,,,,,,http://www.pomelosf.com,,,,,,
,,San Francisco,,,,1298,,94102,,Market Street,,,,,restaurant,,,,,,,,,,,,,,vegetarian,,,,,,only,,,,,,,,,,,,,,,,,,,37.7778539,,,-122.4162789,no,Ananda Fuara,,,,,Mo-Sa 11:00-20:00; Su 11:00-15:00,,,,,,,,,,,,,no,,,,,,,yes,,,,,
,,,,,,,,,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8077198,,,-122.4425648,,Golden Gate Yacht Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8072388,,,-122.4469475,,St Francis Yacht Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7509553,,,-122.4386126,,Rin's Thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7014742,,,-122.4824329,,Chipotle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,280,,94103,,Valencia Street,,,,,restaurant,,,,,,,,,,,,,,thai,,Thai restaurant and bar,,,,,,,,,,,,,,,,,,,,,,,37.76834,,,-122.422343,,Another Monkey,,,,,"Mo-Fr 11:30-14:30,17:00-22:00; Sa 17:00-22:30; Su 17:00-22:00",,,,,,,,4152410288,,,,,,,,,,,http://www.anothermonkeythai.com/,,,,,,
,,,,,,3122,,,,16th Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.765011,,,-122.4225656,,Pork Store Cafe Valencia,,,,,,,,,,,,,,,,,,,,,,,,http://porkstorecafe.com,,,,,,
,,,,,,3108,,,,16th Street,,,,,restaurant,,,,,,,,,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,37.764981,,,-122.42232,,Giordano Bros.,,,,,"Mo,Tu 17:00-22:30; We,Th 11:30-00:00; Fr,Sa 11:30-01:00; Su 11:30-22:30",,,,,,,,,,,,,,,,,,,http://www.giordanobros.com/mission/,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8106035,,,-122.4124211,,Forbes Island Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8078172,,,-122.4125486,,IHOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,754 #2,,,,14th Street,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7677677,,,-122.4303586,,Mission Child Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,384B,,94102,,Hayes Street,,,,,restaurant,,,,,,,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,37.7770709,,,-122.4225185,,Arlequin,,,,,,,,,,,,,415 626 1211,,,,,,,,,,,www.arlequincafe.com,,,,,,
,,San Francisco,,,,2832,,94110,,Mission Street,,2832 Mission Street,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7516328,,,-122.418583,,Rosamunde Sausage Grill,,,,,,,,,,,,,14159709015,,,,,,,,,,,http://rosamundesausagegrill.com/mission-street,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8056771,,,-122.4223308,,Ghirardelli Ice Cream & Chocolate Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1199,,94110,,Valencia Street,,,,,restaurant,,,,,,,,,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,37.7538392,,,-122.420635,,Beretta,,,,,,,,,,,,,,,,,,,,,,,,http://berettasf.com,,,,,,
,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7132276,,,-122.4756062,,Brandeis Hillel Day School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7638277,,,-122.4150115,,RiteSpot Café,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7021196,,,-122.4705836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7022491,,,-122.4705836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7023679,,,-122.4705849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7024847,,,-122.4705809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,37.7721183,,,-122.4047434,,Dos Amigos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,37.7950107,1,,-122.4067512,,Sam Wo's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,US,,,700,,94127,CA,Monterey Boulevard,,,,,restaurant,,,,,,,,,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,37.7316982,,,-122.4513031,,Ming Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,wok,,,,,,,,,,,,,,,,,,,,,,,,,37.7336954,,,-122.3913168,,Peking Wok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7361473,,,-122.3904798,,Auntie April's soul food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,240,,94108,,Kearny Street,,,,,restaurant,,,,,,,,,,,,,,italian,,,,,,,,,,,,,+1 415 399 9203,,,,,,,,,,,,37.7903685,,,-122.4037986,,Pomodoro Pizza,,,,,Sa-Su 11:00-20:00;Mo-Fr 10:30-21:00,,,,,,,,+1 (415) 399-9210,,,,,no,,,,,,http://www.pomodorogourmetpizza.com,,,,,,
,,,,,,2901,,94110,,Mission Street,,,,,restaurant,,,,,,,,,,,,,,coffee_shop,,,,,,,,,,,,,,,,,,,,,,,,,37.7505445,,,-122.4181382,,Mission Pie,,,,,,,,,,,,,,,,,,,,,,,,http://missionpie.com,yes,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,37.7232646,,,-122.4543528,,Ha Tien Hut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7099557,,,-122.4498831,,The Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,5145,,94112,,Mission Street,,,,,restaurant,,,,,,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,37.7166906,,,-122.4406141,,Bravo Pizza,,,,,,,,,,,,,(415)585-8500,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,peruvian-asian,,,,,,,,,,,,,,,,,,,,,,,,,37.7158873,,,-122.4411893,,Chifa Peruano Asian Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,37.7098866,,,-122.4500977,,Ly Luck,,,TODO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,37.7319834,,,-122.4056375,,Pizza Joint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,asian;barbecue,,,,,,,,,,,,,,,,,,,,,,,,,37.7271499,,,-122.4035601,,Hong Kong BBQ Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,seafood;asian,,,,,,,,,,,,,,,,,,,,,,,,,37.7283267,,,-122.4041152,,Imperial Gardens Sea Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,vietnamese;chinese,,,,,,,,,,,,,,,,,,,,,,,,,37.7283856,,,-122.4036607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,37.7279719,,,-122.4039409,,Round Table Pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,37.7317588,,,-122.4055348,,Cinco de Mayo Taquería,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2517,,94134,,San Bruno Avenue,,,,,restaurant,,,,,,,,,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,37.7300568,,,-122.4044345,,Ling Ling Cuisine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,37.7295082,,,-122.4046584,,Hoy Sun Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,37.7309048,,,-122.4051098,,Tops Café BBQ House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,37.7316886,,,-122.4054939,,Cali-Phô-nia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,37.729446,,,-122.4041223,,Pho #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,37.7260145,,,-122.403236,,American-Chinese Food / Red House Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,37.7327234,,,-122.3910713,,Yan Li,,,,,,,,,,,,,+14158228978,,,,,,,,,,,,,,,,,
,,,,,,846,,94117,,Divisadero Street,,846 Divisadero Street,,,restaurant,,,,,,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,37.777497,,,-122.4379613,,Little Star Pizza,,,,,,,,,,,,,14154411118,,,,,,,,,,,http://www.littlestarpizza.com,,,,,,
,,,,,,,,,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7580357,,,-122.3885258,,Dogpatch Saloon,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,37.7632279,,,-122.3890865,,Moshi Moshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1779,,94103,,Folsom Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7686749,,,-122.4154254,,Nihon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7647407,,,-122.4220142,,YoYo Sushil Bar & Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.766384,,,-122.4218723,,Pica Pica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,3111,,94110,,24th Street,,,,,restaurant,,,,,,,,,,,,,,local,,,,,,,,,,,,,,,,,,,,,,,,,37.752357,,,-122.414392,,Local Mission Eatery,,,"info@localmissioneatery.com, reservation via www.opentable.com/local-mission-eatery",,Tu-Sa 17:30-22:00,,,,,,,,415-655-3422,,,,,,,,,,,http://www.localmissioneatery.com,,,,,,
,,San Francisco,US,,,4542,,94122,CA,Irving Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7623888,,,-122.5068638,,Cajun Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,715,,94107,,Harrison Street,,,,,restaurant,,,,,,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,37.7821751,,,-122.3976309,,Escape From New York Pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,37.7983237,,,-122.4076313,,Franchino,,,,,Tu-Th 17:00-22:00; Fr-Sa 17:00-23:00,,,,,,,,+1 415-982-2157,,,,,,,,,,,http://www.facebook.com/pages/Franchino-Restaurant/121782761436,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,37.798455,,,-122.4078586,,Molinari Delicatessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San Francisco,,,,292,,,,Divisadero Street,,,,,restaurant,,,,,,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,37.7720237,,,-122.4370472,,The Little Chihuahua,,,,,Mo-Fr 11:00-23:00; Sa-Su 10:00-23:00,,,,,,,,415-255-8225,,,,,,,,,,,http://www.thelittlechihuahua.com/location/lower-haight,,,,,,
,,,,,,201,,94103,,9th Street,,201 9th Street,,,restaurant,,,,,,,,,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,37.7750033,,,-122.4129676,,AsiaSF,,,,,,,,,,,,,+1 (415) 255-2742,,,,,,,,,,,http://www.asiasf.com,,,,,,
,,,,,,598,,,,2nd Street,,,,,restaurant,,,,,,,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,37.781889,,,-122.3923717,,Ozone Thai Restaurant and Lounge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,360,,,,Ritch Street,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7788843,,,-122.3939835,,Little Skillet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,sandwich,,,,,,,,,,,,,,,,,,,,,,,,,37.7853781,,,-122.3959626,,Lee's Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,680A,,,,2nd Street,,,,,restaurant,,,,,,,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,37.7808468,,,-122.3910627,,Ironside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,burger,,,,,,,,,,,,,,,,,,,,,,,,,37.7791524,,,-122.3928381,,3rd Street Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,701,,,,2nd Street,,,,,restaurant,,,,,,,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,37.7806049,,,-122.3901924,,Paragon Restaurant & Bar,,,,,,,,,,,,,+1 4155379020,,,,,,,,,,,,,,,,,
